ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Type
GO:0002165	instar larval or pupal development	32/220	414/5494	0.000199392699322436	0.0156807817914771	0.0137814194899742	nw, ptc, kay, Spn88Ea, B-H2, phm, dpp, RhoGAP5A, Eip74EF, Pal1, spo, Fhos, obst-A, Chd1, jar, btsz, bbg, dpy, d, Duox, CrebA, EcR, ds, Eip63E, Pu, stan, Nrg, ct, Dronc, S, mthl1, Myo61F	32	BP
GO:0045187	regulation of circadian sleep/wake cycle, sleep	6/220	23/5494	0.000219199475398917	0.0156807817914771	0.0137814194899742	wake, InR, EcR, CrebB, Hsp83, cyc	6	BP
GO:0009791	post-embryonic development	35/220	472/5494	0.000220659691853073	0.0156807817914771	0.0137814194899742	nw, ptc, Tl, kay, Spn88Ea, B-H2, phm, dpp, RhoGAP5A, Eip74EF, Pal1, spo, Fhos, obst-A, Chd1, jar, btsz, bbg, dpy, d, Duox, CrebA, EcR, ds, Col4a1, Eip63E, Pu, stan, Nrg, ct, Dronc, Nup98-96, S, mthl1, Myo61F	35	BP
GO:0016477	cell migration	22/220	241/5494	0.0002208560815701	0.0156807817914771	0.0137814194899742	ptc, Mhc, PlexB, CASK, ex, kay, phm, dpp, peb, jeb, Lrt, Fhos, Ptpmeg, aop, jar, InR, bbg, cindr, stl, EcR, Pu, mthl1	22	BP
GO:0007298	border follicle cell migration	13/220	106/5494	0.000278807803957114	0.0190339943086106	0.0167284682374268	Mhc, CASK, ex, kay, phm, peb, Ptpmeg, aop, jar, InR, bbg, cindr, EcR	13	BP
GO:0042067	establishment of ommatidial planar polarity	8/220	44/5494	0.000296277399521276	0.0194774957092691	0.0171182497501182	kay, peb, sano, aop, d, ds, stan, S	8	BP
GO:0016331	morphogenesis of embryonic epithelium	12/220	94/5494	0.000328563396330229	0.0208285724459342	0.0183056749383985	kay, Mcr, dpp, peb, spo, Traf6, aop, jar, btsz, Col4a1, crb, Inx2	12	BP
GO:0007167	enzyme linked receptor protein signaling pathway	19/220	200/5494	0.000363003562479744	0.0214777107800515	0.0188761852489467	Tl, Fs, Socs16D, dpp, RhoGAP5A, jeb, eIF4A, Ephrin, Vps4, Cad96Ca, Ptpmeg, aop, InR, Ddr, rau, Col4a1, Hsp83, p53, trbl	19	BP
GO:0060541	respiratory system development	19/220	200/5494	0.000363003562479744	0.0214777107800515	0.0188761852489467	ptc, Mhc, Mcr, dpp, peb, Fhos, obst-A, sano, aop, btsz, InR, dpy, ds, crb, Wnt2, Pu, stan, Nrg, ct	19	BP
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	16/220	155/5494	0.000424370448233944	0.0242986305037177	0.0213554161046759	Tl, Socs16D, RhoGAP5A, jeb, Ephrin, Vps4, Cad96Ca, Ptpmeg, aop, InR, Ddr, rau, Col4a1, Hsp83, p53, trbl	16	BP
GO:0050802	circadian sleep/wake cycle, sleep	6/220	26/5494	0.000451969429960685	0.0248561576930661	0.0218454118316525	wake, InR, EcR, CrebB, Hsp83, cyc	6	BP
GO:0009790	embryo development	29/220	378/5494	0.000462114481054187	0.0248561576930661	0.0218454118316525	Tl, sage, kay, Mcr, phm, dpp, peb, jeb, spo, Traf6, Pld, aop, jar, btsz, InR, EcR, Col4a1, crb, Eip63E, Inx2, Hsp83, Pu, stan, ea, ct, Dronc, trbl, S, mthl1	29	BP
GO:0051270	regulation of cellular component movement	12/220	99/5494	0.000532984218262157	0.0274597524649036	0.0241336416029575	ptc, PlexB, kay, peb, Lrt, Fhos, Ptpmeg, aop, InR, stl, Pu, stan	12	BP
GO:0098542	defense response to other organism	20/220	223/5494	0.000541459907758663	0.0274597524649036	0.0241336416029575	Tl, Tep2, Hml, Spn38F, kay, Spn88Ea, Tep4, Mcr, Ets21C, Ephrin, RhoGEF3, Traf6, PPO3, Duox, insc, LUBEL, Nrg, Dronc, Nup98-96, Myo61F	20	BP
GO:0048592	eye morphogenesis	21/220	241/5494	0.00057830618754373	0.0277430671051384	0.0243826392586005	ptc, Efa6, ex, kay, B-H2, dpp, peb, jeb, Vps4, sano, sdk, aop, cindr, msi, d, ds, rau, crb, stan, Dronc, S	21	BP
GO:0090596	sensory organ morphogenesis	21/220	241/5494	0.00057830618754373	0.0277430671051384	0.0243826392586005	ptc, Efa6, ex, kay, B-H2, dpp, peb, jeb, Vps4, sano, sdk, aop, cindr, msi, d, ds, rau, crb, stan, Dronc, S	21	BP
GO:0006928	movement of cell or subcellular component	34/220	478/5494	0.000594723296044212	0.0277798381704862	0.0244149563639203	ptc, Mhc, PlexB, CASK, ex, kay, phm, dpp, pdm3, peb, jeb, Lrt, Ephrin, Fhos, jbug, Pkd2, Ptpmeg, Pld, aop, jar, CG6867, InR, bbg, cindr, stl, d, EcR, crb, Pu, stan, Nrg, ct, mthl1, Myo61F	34	BP
GO:0007297	ovarian follicle cell migration	13/220	115/5494	0.000622169426217912	0.0280553942563485	0.0246571352337486	Mhc, CASK, ex, kay, phm, peb, Ptpmeg, aop, jar, InR, bbg, cindr, EcR	13	BP
GO:0042752	regulation of circadian rhythm	9/220	61/5494	0.000633745345254979	0.0280553942563485	0.0246571352337486	wake, InR, E23, GlyT, EcR, CrebB, Hsp83, S, cyc	9	BP
GO:0007424	open tracheal system development	18/220	193/5494	0.000648040092681854	0.0280553942563485	0.0246571352337486	ptc, Mhc, Mcr, dpp, peb, obst-A, sano, aop, btsz, InR, dpy, ds, crb, Wnt2, Pu, stan, Nrg, ct	18	BP
GO:0022410	circadian sleep/wake cycle process	6/220	28/5494	0.00069157521363823	0.0292272858144728	0.0256870793637057	wake, InR, EcR, CrebB, Hsp83, cyc	6	BP
GO:0035150	regulation of tube size	8/220	50/5494	0.000729729060231025	0.0301225367886063	0.0264738914874511	Mcr, dpp, obst-A, sano, EcR, ds, stan, Nrg	8	BP
GO:0006952	defense response	20/220	229/5494	0.00076069116092062	0.0306869729689568	0.0269699593417311	Tl, Tep2, Hml, Spn38F, kay, Spn88Ea, Tep4, Mcr, Ets21C, Ephrin, RhoGEF3, Traf6, PPO3, Duox, insc, LUBEL, Nrg, Dronc, Nup98-96, Myo61F	20	BP
GO:0001736	establishment of planar polarity	10/220	76/5494	0.000810612648476049	0.0312790750227171	0.0274903419917964	kay, peb, sano, jbug, aop, btsz, d, ds, stan, S	10	BP
GO:0007164	establishment of tissue polarity	10/220	76/5494	0.000810612648476049	0.0312790750227171	0.0274903419917964	kay, peb, sano, jbug, aop, btsz, d, ds, stan, S	10	BP
GO:0009886	post-embryonic animal morphogenesis	27/220	355/5494	0.000839795608959913	0.0317156852319967	0.0278740670207971	nw, ptc, kay, Spn88Ea, B-H2, dpp, RhoGAP5A, Eip74EF, Pal1, Fhos, Chd1, jar, btsz, bbg, dpy, d, Duox, EcR, ds, Col4a1, stan, Nrg, ct, Dronc, S, mthl1, Myo61F	27	BP
GO:0007623	circadian rhythm	12/220	105/5494	0.000910485094652148	0.0336689800626575	0.0295907655761948	kay, wake, B4, InR, E23, GlyT, EcR, CrebB, Hsp83, Irk1, S, cyc	12	BP
GO:0001745	compound eye morphogenesis	20/220	233/5494	0.000946246609705146	0.0342773006576864	0.0301254022681638	Efa6, ex, kay, B-H2, dpp, peb, jeb, Vps4, sano, sdk, aop, cindr, msi, d, ds, rau, crb, stan, Dronc, S	20	BP
GO:0048511	rhythmic process	12/220	106/5494	0.000991124748783431	0.0351849285818118	0.030923092162043	kay, wake, B4, InR, E23, GlyT, EcR, CrebB, Hsp83, Irk1, S, cyc	12	BP
GO:0007369	gastrulation	8/220	53/5494	0.00108649737297645	0.0378143693535921	0.0332340372910443	sage, dpp, jeb, Pld, btsz, ea, trbl, mthl1	8	BP
GO:0044419	biological process involved in interspecies interaction between organisms	23/220	290/5494	0.0011812471106111	0.0403214157948982	0.035437413318333	nw, Tl, Tep2, Hml, Spn38F, kay, Spn88Ea, Tep4, Mcr, Ets21C, Ephrin, RhoGEF3, Vps4, Traf6, PPO3, Duox, CG12111, insc, LUBEL, Nrg, Dronc, Nup98-96, Myo61F	23	BP
GO:0007444	imaginal disc development	30/220	423/5494	0.00134609802891071	0.0442278124189008	0.0388706407737945	nw, ptc, ex, kay, Spn88Ea, B-H2, dpp, peb, RhoGAP5A, Pal1, Fhos, B4, Fbxl7, Chd1, jar, InR, bbg, dpy, d, Duox, EcR, ds, crb, stan, Nrg, ct, Irk1, S, mthl1, Myo61F	30	BP
GO:0035239	tube morphogenesis	28/220	386/5494	0.00139869790255756	0.0442278124189008	0.0388706407737945	nw, ptc, kay, Spn88Ea, B-H2, dpp, RhoGAP5A, CG17211, Pal1, Fhos, Chd1, jar, btsz, bbg, dpy, d, Duox, EcR, ds, Col4a1, crb, Inx2, stan, Nrg, ct, S, mthl1, Myo61F	28	BP
GO:0001654	eye development	23/220	294/5494	0.00142027341288864	0.0442278124189008	0.0388706407737945	ptc, Efa6, ex, kay, B-H2, dpp, peb, RhoGAP5A, jeb, Vps4, sano, a, sdk, aop, cindr, msi, d, ds, rau, crb, stan, Dronc, S	23	BP
GO:0048880	sensory system development	23/220	294/5494	0.00142027341288864	0.0442278124189008	0.0388706407737945	ptc, Efa6, ex, kay, B-H2, dpp, peb, RhoGAP5A, jeb, Vps4, sano, a, sdk, aop, cindr, msi, d, ds, rau, crb, stan, Dronc, S	23	BP
GO:0150063	visual system development	23/220	294/5494	0.00142027341288864	0.0442278124189008	0.0388706407737945	ptc, Efa6, ex, kay, B-H2, dpp, peb, RhoGAP5A, jeb, Vps4, sano, a, sdk, aop, cindr, msi, d, ds, rau, crb, stan, Dronc, S	23	BP
GO:0007391	dorsal closure	10/220	82/5494	0.00147320884681998	0.0447106702788391	0.0392950116253459	kay, Mcr, dpp, peb, spo, Traf6, aop, jar, Col4a1, crb	10	BP
GO:0048589	developmental growth	23/220	295/5494	0.0014861574909586	0.0447106702788391	0.0392950116253459	Tl, CASK, ex, kay, Spn88Ea, dpp, Rassf, jeb, Fbxl7, Ptpmeg, Snx16, btsz, InR, d, Ank2, Plod, crb, Eip63E, Wnt2, p53, stan, Nrg, trbl	23	BP
GO:0048749	compound eye development	22/220	278/5494	0.0015556889895921	0.0460224659420995	0.0404479137293945	Efa6, ex, kay, B-H2, dpp, peb, RhoGAP5A, jeb, Vps4, sano, a, sdk, aop, cindr, msi, d, ds, rau, crb, stan, Dronc, S	22	BP
GO:0010632	regulation of epithelial cell migration	7/220	44/5494	0.00162249117970021	0.0472118335076701	0.0414932170546284	ptc, kay, peb, Ptpmeg, aop, InR, Pu	7	BP
