ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Type
GO:0099094	ligand-gated cation channel activity	4/181	16/5187	0.00187761829752472	0.0175691426411242	0.0139056693463297	nAChRalpha7, RyR, KaiR1D, Irk1	4	MF
GO:0015075	ion transmembrane transporter activity	15/181	187/5187	0.00206280097892248	0.0184674649528538	0.014616675756176	Lcch3, nAChRalpha7, RyR, Calx, KaiR1D, Irk1, OtopLc, sand, Hk, CG4995, Ca-beta, ChT, Nha1, CG15270, stj	15	MF
GO:0015085	calcium ion transmembrane transporter activity	5/181	27/5187	0.00211459522360922	0.0184674649528538	0.014616675756176	RyR, Calx, KaiR1D, Ca-beta, stj	5	MF
GO:0003700	DNA-binding transcription factor activity	17/181	228/5187	0.00231986682873758	0.019408788251508	0.0153617166956492	Sox14, Octbeta2R, dpn, slp1, bab2, Myc, Eip74EF, amos, tx, trh, CG18476, cbt, lmd, Ptx1, bowl, Hr3, MESR3	17	MF
GO:0016757	glycosyltransferase activity	10/181	100/5187	0.00237053902308495	0.019408788251508	0.0153617166956492	Mgat1, beta4GalNAcTA, rt, alpha4GT1, FucTC, tw, beta4GalT7, Xxylt, C1GalTA, Gyg	10	MF
GO:0022824	transmitter-gated ion channel activity	3/181	10/5187	0.00418375311825752	0.0322395093230433	0.0255170081825614	Lcch3, nAChRalpha7, KaiR1D	3	MF
GO:0022835	transmitter-gated channel activity	3/181	10/5187	0.00418375311825752	0.0322395093230433	0.0255170081825614	Lcch3, nAChRalpha7, KaiR1D	3	MF
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	15/181	202/5187	0.00433558188829197	0.0324549272780713	0.0256875077291284	Sox14, dpn, slp1, Myc, Eip74EF, amos, tx, trh, CG18476, cbt, lmd, Ptx1, bowl, Hr3, MESR3	15	MF
GO:0005262	calcium channel activity	4/181	20/5187	0.00448134476890253	0.0326142313736795	0.0258135941366608	RyR, KaiR1D, Ca-beta, stj	4	MF
GO:0042826	histone deacetylase binding	3/181	11/5187	0.00560622088202754	0.0396981046240869	0.0314203560102255	Smyd4-3, SmydA-4, SmydA-5	3	MF
