Chr	BP	NSNPs	Kamakura-Okinawa-Sapporo	Aomori-Kamakura-Sapporo	Aomori-Okinawa-Sapporo	CHR_NEW	Genes
LG03_CM035475.1	23726500	16	0.563920402220257	0.497044410063268	NA	LG03_NC_059573.1	LOC123756522, LOC123758531, LOC123758555, LOC123760989, LOC123760978
LG03_CM035475.1	23729500	29	0.525697081884	0.505218493024799	NA	LG03_NC_059573.1	LOC123756522, LOC123758531, LOC123758555, LOC123760989, LOC123760978
LG03_CM035475.1	23732500	11	0.549605334397988	0.504712295596935	NA	LG03_NC_059573.1	LOC123756522, LOC123758531, LOC123758555, LOC123760989, LOC123760978
LG03_CM035475.1	23733500	8	0.661560453578836	0.557523976147892	0.711990718725981	LG03_NC_059573.1	LOC123756522, LOC123758531, LOC123758555, LOC123760989, LOC123760978
LG03_CM035475.1	23734500	10	0.676173431067115	0.553134796855907	0.695923861335579	LG03_NC_059573.1	LOC123756522, LOC123758531, LOC123758555, LOC123760989, LOC123760978
LG03_CM035475.1	23740500	10	0.697279832080581	0.583315099071168	NA	LG03_NC_059573.1	LOC123756522, LOC123758531, LOC123758555, LOC123760989
LG03_CM035475.1	23741500	11	0.748226080597253	0.619406754554644	0.695804675764757	LG03_NC_059573.1	LOC123756522, LOC123758531, LOC123758555, LOC123760989
LG03_CM035475.1	23742500	11	0.748226080597253	0.619406754554644	0.695804675764757	LG03_NC_059573.1	LOC123756522, LOC123758531, LOC123758555, LOC123760989
LG03_CM035475.1	23743500	17	0.637968874298035	0.516552835488529	NA	LG03_NC_059573.1	LOC123756522, LOC123758531, LOC123758555, LOC123760989
LG03_CM035475.1	23748500	3	0.587723547354222	0.458678590071443	NA	LG03_NC_059573.1	LOC123756522, LOC123758531, LOC123758555, LOC123760989
LG03_CM035475.1	23766500	16	0.651256428421443	0.530998255095069	NA	LG03_NC_059573.1	LOC123758555, LOC123756530, LOC123760989
LG03_CM035475.1	23767500	10	0.681556882295384	0.556262220650919	0.659448914526394	LG03_NC_059573.1	LOC123758555, LOC123758570, LOC123756530, LOC123760989
LG03_CM035475.1	23793500	3	0.681076221601049	0.519876971272152	0.743253790655221	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123760989
LG03_CM035475.1	23794500	2	0.758403636107947	0.581525044866715	0.81824044246125	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123760989
LG03_CM035475.1	23809500	5	0.71212898455271	0.528147129936805	0.681518739069892	LG03_NC_059573.1	LOC123758570, LOC123756530
LG03_CM035475.1	23810500	2	0.935155701634255	0.740386911037609	0.879976052330666	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23811500	1	1.05203299883615	0.819871296963912	0.957106036136057	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23812500	1	1.05203299883615	0.819871296963912	0.957106036136057	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23813500	1	1.05203299883615	0.819871296963912	0.957106036136057	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23814500	1	0.645233418139126	0.491829803600118	0.654288969713594	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23815500	1	0.645233418139126	0.491829803600118	0.654288969713594	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23821500	19	0.626877004837369	0.465039838324356	NA	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23822500	21	0.601156181948076	0.44244055403445	NA	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23823500	26	0.618163523063653	0.472479026822827	NA	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23824500	27	0.619893851636086	0.47747573671502	NA	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23825500	31	0.616413368812098	0.480246527860922	NA	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23826500	30	0.580662744563872	0.455092909907761	NA	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23827500	38	0.590158834436247	0.468035530307381	NA	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23828500	36	0.58262649478332	0.453195502000897	NA	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23829500	39	0.634775572859119	0.498961614450273	NA	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23830500	36	0.670292179742918	0.532098107348787	NA	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23831500	39	0.702431538371014	0.561722741583918	0.670553045944515	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23832500	35	0.761759977152514	0.607785624555995	0.73675634243108	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23833500	36	0.804920803948307	0.640294768354573	0.772984841065178	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23834500	29	0.799438515623804	0.626807718090011	0.762659391227901	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23835500	27	0.750528230388498	0.584123140128569	0.723326346216614	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23836500	22	0.734730348858819	0.568117163871895	0.704637006782711	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23837500	15	0.718254937768368	0.551831032595466	0.67364653741307	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23838500	7	0.600540281843977	0.449891693484085	NA	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23854500	21	0.65382751406104	0.489317936488929	NA	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23855500	18	0.720373519873736	0.531756794705769	NA	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23856500	19	0.741965657601939	0.548381413863083	0.647285951476454	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23857500	19	0.776516515637615	0.579168661281293	0.696301523107161	LG03_NC_059573.1	LOC123758570, LOC123756530, LOC123758587
LG03_CM035475.1	23858500	20	0.728314898024651	0.536431946263632	NA	LG03_NC_059573.1	LOC123758570, LOC123758587
LG03_CM035475.1	23859500	13	0.631049787451534	0.447894927361494	NA	LG03_NC_059573.1	LOC123758570, LOC123758587
LG03_CM035475.1	23860500	19	0.706888089056501	0.510972466259858	0.649002493519696	LG03_NC_059573.1	LOC123758570, LOC123758587
LG03_CM035475.1	23861500	26	0.612351879706052	0.460282242393031	NA	LG03_NC_059573.1	LOC123758570, LOC123758587
LG03_CM035475.1	23867500	4	0.67148400082373	0.503236209442777	0.697244078771469	LG03_NC_059573.1	LOC123758570, LOC123758587
LG03_CM035475.1	23868500	3	0.7830575410664	0.590322190877849	0.736212444704191	LG03_NC_059573.1	LOC123758570, LOC123758587
LG03_CM035475.1	23869500	1	1.10263380285945	0.815384129733608	0.974987129025634	LG03_NC_059573.1	LOC123758570, LOC123758587
LG03_CM035475.1	23886500	16	0.644386758756232	0.46266256682287	NA	LG03_NC_059573.1	LOC123758598, LOC123758570, LOC123758587
LG03_CM035475.1	23887500	15	0.66729809226895	0.475175410587151	NA	LG03_NC_059573.1	LOC123758598, LOC123758570, LOC123758587
LG03_CM035475.1	23891500	8	0.780404993851087	0.548929876208579	0.684557461716968	LG03_NC_059573.1	LOC123758598, LOC123758570, LOC123758587
LG03_CM035475.1	23892500	8	0.816041452106094	0.547941795773285	0.687390217084473	LG03_NC_059573.1	LOC123758598, LOC123758570, LOC123758587
LG03_CM035475.1	23893500	9	0.762281183901657	0.511135222484741	0.651550547296296	LG03_NC_059573.1	LOC123758598, LOC123758570, LOC123758587
LG03_CM035475.1	23894500	10	0.820858688700783	0.537490773036911	0.684094486331867	LG03_NC_059573.1	LOC123758598, LOC123758570, LOC123758587
LG03_CM035475.1	23899500	8	0.706704257002176	0.483312433150451	NA	LG03_NC_059573.1	LOC123758598, LOC123758570, LOC123758587
LG03_CM035475.1	23900500	9	0.737602485037999	0.482382212719921	0.648368817153339	LG03_NC_059573.1	LOC123758598, LOC123758570, LOC123758587
LG03_CM035475.1	23912500	11	0.682623470553975	0.462141079366971	0.657568570321726	LG03_NC_059573.1	LOC123758598, LOC123758611, LOC123758587
LG03_CM035475.1	23913500	3	0.84080193268001	0.607847916337458	0.74432426645791	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23917500	2	0.883424737891148	0.648093919075049	0.798173746615231	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23925500	19	0.670480556725299	0.45212795324576	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23926500	16	0.680748386587152	0.447056989479628	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23928500	6	0.816744972983998	0.501788677762672	0.671050338687873	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23931500	9	0.704786629706908	0.451476988002496	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23932500	12	0.747198551307652	0.49952754224536	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23933500	13	0.709260383388979	0.473803333714322	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23934500	11	0.794196281175711	0.529538026721821	0.662257478598765	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23935500	13	0.780486946559352	0.523399115299067	0.683124920283484	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23936500	10	0.731946014396689	0.530734500042496	0.70889226527691	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23937500	8	0.633627113843815	0.457999558336884	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23938500	9	0.782726537392766	0.527051926693822	0.711268272115535	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23939500	9	0.782726537392766	0.527051926693822	0.711268272115535	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23940500	7	0.739632504863146	0.456735146485143	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23941500	7	0.721372374815737	0.447450480670901	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23946500	5	0.621007559097811	0.448549718887279	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23947500	5	0.803590901477726	0.57184014899416	0.780946405697765	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23948500	6	0.733748754566062	0.465834398414433	0.699159123189389	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23949500	6	0.796342557586688	0.47324311881039	0.680430736105154	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23950500	11	0.742602912658031	0.445864122716496	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758587
LG03_CM035475.1	23955500	6	0.561214868754485	0.460095040286197	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611
LG03_CM035475.1	23956500	8	0.599380053078813	0.492174904912738	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611
LG03_CM035475.1	23957500	6	0.909067692398937	0.69495026337442	0.804448605316893	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611
LG03_CM035475.1	23958500	6	0.909067692398937	0.69495026337442	0.804448605316893	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611
LG03_CM035475.1	23959500	6	0.728642189338715	0.572158130368496	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611
LG03_CM035475.1	23969500	12	0.671010471112805	0.461045679474248	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611
LG03_CM035475.1	23970500	10	0.785234404635227	0.519947661387598	0.677063990103909	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611
LG03_CM035475.1	23971500	10	0.818617800951302	0.541847905803781	0.703467814743548	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611
LG03_CM035475.1	23972500	12	0.720267998960322	0.515346391315789	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611
LG03_CM035475.1	23973500	12	0.644814791882977	0.454368434697849	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611
LG03_CM035475.1	23974500	16	0.645305845890263	0.443913775154215	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611
LG03_CM035475.1	23994500	12	0.717787619540951	0.494127565793771	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758626
LG03_CM035475.1	23995500	14	0.744275274762279	0.510701783133679	0.654693543660877	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758626
LG03_CM035475.1	23996500	12	0.756789271927662	0.501025346992424	0.664112982924426	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758626
LG03_CM035475.1	23997500	12	0.714022589223888	0.465652727858192	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758626
LG03_CM035475.1	23998500	13	0.682017696060427	0.446570142065982	NA	LG03_NC_059573.1	LOC123758598, LOC123758616, LOC123758611, LOC123758626
LG03_CM035475.1	24011500	15	0.639033064701427	0.443564308035266	NA	LG03_NC_059573.1	LOC123758616, LOC123758611, LOC123758626
LG03_CM035475.1	24014500	12	0.657147315921848	0.486697186905871	NA	LG03_NC_059573.1	LOC123758616, LOC123758626
LG03_CM035475.1	24015500	6	0.859325708176695	0.632578041104609	0.752023637701032	LG03_NC_059573.1	LOC123758616, LOC123758626
LG03_CM035475.1	24018500	11	0.560757704069834	0.510209384130855	NA	LG03_NC_059573.1	LOC123758616, LOC123758626
LG03_CM035475.1	24019500	14	0.56262356502893	0.517840546509977	NA	LG03_NC_059573.1	LOC123758616, LOC123758626
LG03_CM035475.1	24020500	14	0.546506796660097	0.502780372696505	NA	LG03_NC_059573.1	LOC123758616, LOC123758626
LG03_CM035475.1	24021500	17	0.591579945969124	0.490395377132304	NA	LG03_NC_059573.1	LOC123758616, LOC123758626
LG03_CM035475.1	24022500	14	0.670379567331113	0.524109039525605	NA	LG03_NC_059573.1	LOC123758616, LOC123758626
LG03_CM035475.1	24023500	8	0.669996432652648	0.487270059911032	NA	LG03_NC_059573.1	LOC123758616, LOC123758626
LG03_CM035475.1	24031500	9	0.649886832750752	0.499999345829053	NA	LG03_NC_059573.1	LOC123758626
LG03_CM035475.1	24065500	8	0.839840142317042	0.636268431850751	0.768490669543841	LG03_NC_059573.1	LOC123758626
LG03_CM035475.1	24066500	10	0.634953789525888	0.487985548911472	NA	LG03_NC_059573.1	LOC123758626
LG03_CM035475.1	24068500	11	0.564045555180604	0.463262696811341	NA	LG03_NC_059573.1	LOC123758626
LG03_CM035475.1	24098500	15	0.548819372358516	0.475590849599894	NA	LG03_NC_059573.1	LOC123758626
LG03_CM035475.1	24099500	14	0.544132160526343	0.494793630166201	NA	LG03_NC_059573.1	LOC123758626
LG03_CM035475.1	24100500	11	0.558972280612441	0.498396710983393	NA	LG03_NC_059573.1	LOC123758626
LG03_CM035475.1	24102500	6	0.646615406313073	0.470570855628341	0.683081642380271	LG03_NC_059573.1	LOC123758626
LG03_CM035475.1	24109500	8	0.744508343781834	0.486207061328068	NA	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24110500	10	0.765618900504701	0.503450592964304	0.657453188532609	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24111500	8	0.810789658592511	0.558660610023211	0.721198264784076	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24112500	8	0.810789658592511	0.558660610023211	0.721198264784076	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24113500	5	0.970640998080732	0.679599053326085	0.890601931752377	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24114500	4	0.687739170672259	0.464876770236253	0.678111626625203	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24117500	3	0.766550946083671	0.549840941824341	0.7963474771868	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24118500	5	0.637500439135004	0.49385097733888	NA	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24119500	5	0.745879789751333	0.587914827391459	0.715149931676991	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24120500	5	0.745879789751333	0.587914827391459	0.715149931676991	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24121500	6	0.677127607903888	0.535175585979744	0.649657410085575	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24122500	5	0.586723525005403	0.457515303210744	NA	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24123500	3	0.795303353936576	0.618738703924341	0.782125236538277	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24124500	2	0.730829534325665	0.587551689238896	0.69588332994859	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24125500	3	0.872584575113858	0.696380956033415	0.819376884838951	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24126500	4	0.717193163482995	0.666492110528338	0.668037536967669	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24127500	6	0.615270590026152	0.490672363515949	NA	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24153500	5	0.815956087280814	0.764366883672752	0.779734639387795	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24154500	5	0.815956087280814	0.764366883672752	0.779734639387795	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24155500	6	0.776796621286073	0.680961716460394	0.80563136766161	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24156500	5	0.882318312042966	0.724568534144952	0.914041682013676	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24157500	6	0.78010071986978	0.65767554913858	0.808263954114227	LG03_NC_059573.1	LOC123758626, LOC123758631
LG03_CM035475.1	24197500	5	0.550626071500322	0.462622588078767	NA	LG03_NC_059573.1	LOC123758631
LG03_CM035475.1	24222500	2	0.740534334860363	0.75933567007358	0.722753248383024	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24238500	3	0.59251335620518	0.48493164122016	0.676851867531666	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24241500	10	0.650916710571042	0.531114232398259	0.717134201134517	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24242500	10	0.701257070015783	0.572944823281471	0.749237268890511	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24243500	9	0.644058373981999	0.524263095983753	0.702009506566246	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24244500	7	0.848292079423146	0.638687685954096	0.909164359763384	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24245500	7	0.821724811747556	0.675814696850468	0.941039234541799	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24246500	7	0.729214023692328	0.587616396748886	0.893150534634902	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24247500	11	0.75580200160499	0.604358473192788	0.877899874467914	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24248500	12	0.710852127584447	0.589691879009081	0.827605447287386	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24249500	12	0.648900964754585	0.538213885987727	0.775752716951805	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24250500	11	0.742011351466751	0.611120370976119	0.84338611866233	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24251500	8	0.743486451020666	0.639602394351073	0.788920782656346	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24252500	4	0.81769440117353	0.798714304569268	0.821447700089664	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24253500	7	0.830161293792577	0.651967111514714	0.878690683045655	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24254500	8	0.720695168884915	0.570796418773867	0.747628382644649	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24255500	8	0.680881769035802	0.538743719940054	0.731706204092934	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24256500	8	0.680881769035802	0.538743719940054	0.731706204092934	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24257500	10	0.659287956210243	0.457262411938662	0.665679919934638	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24259500	6	0.891787170943	0.560632391732313	0.81871129239177	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24260500	7	0.6628253486509	0.444251500591476	NA	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24269500	12	0.565161659425263	0.463206501334456	0.646352963040851	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24270500	12	0.625971158425652	0.50654216999071	0.688732296895118	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24271500	8	0.655946862188879	0.535990487063432	0.704267071462387	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24272500	6	0.752048269822137	0.613943992908305	0.827365300839105	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24273500	4	0.632066742593298	0.692006584347868	0.670705704744724	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24274500	5	0.703600058066504	0.563636531320493	0.891367797574636	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24275500	9	0.542143860910322	0.46786605046198	0.646009297598906	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24276500	9	0.542143860910322	0.46786605046198	0.646009297598906	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24277500	9	0.542143860910322	0.46786605046198	0.646009297598906	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24278500	10	0.629375088055343	0.539840898442252	0.736801235927354	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24279500	9	0.627383127789655	0.551912604879853	0.688110109442676	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24280500	5	0.823146337558678	0.629375903828506	1.00160240471135	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24281500	6	0.780400964836808	0.563320105441543	0.899355743321842	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24282500	6	0.780400964836808	0.563320105441543	0.899355743321842	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24283500	5	0.844035087348073	0.618044255953577	0.950172702897046	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24284500	3	0.858846423999479	0.578092151044086	0.938605467848694	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24285500	2	0.949449436682758	0.643646454080589	0.85082915079392	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24286500	3	0.950450872094069	0.498955747832815	0.727413497842082	LG03_NC_059573.1	LOC123758649, LOC123758631
