GeneID	FlyID	GeneName	AnnotatedName	SendaiDay0_SendaiDay7_FC	SendaiDay0_SendaiDay7_qval	SapporoDay0_SapporoDay7_FC	SapporoDay0_SapporoDay7_qval	SapporoDay0_SapporoDay31_FC	SapporoDay0_SapporoDay31_qval	SapporoDay7_SapporoDay31_FC	SapporoDay7_SapporoDay31_qval	SendaiDay0_SapporoDay0_FC	SendaiDay0_SapporoDay0_qval	SendaiDay0_SapporoDay7_FC	SendaiDay0_SapporoDay7_qval	SendaiDay0_SapporoDay31_FC	SendaiDay0_SapporoDay31_qval	SendaiDay7_SapporoDay0_FC	SendaiDay7_SapporoDay0_qval	SendaiDay7_SapporoDay7_FC	SendaiDay7_SapporoDay7_qval	SendaiDay7_SapporoDay31_FC	SendaiDay7_SapporoDay31_qval
LOC123744967	FBgn0003502	Btk29A	tyrosine-protein kinase Btk29A-like	NA	NA	NA	NA	2.782280191403669	0.00366825242712672	NA	NA	NA	NA	NA	NA	NA	NA	2.8212077522240238	0.0027901876550768348	NA	NA	NA	NA
LOC123744984	FBgn0005612	Sox14	transcription factor SOX-4-like	NA	NA	NA	NA	3.115850458206257	0.02188043871681117	NA	NA	NA	NA	NA	NA	NA	NA	2.8568537461880927	0.03899767634230673	NA	NA	NA	NA
LOC123744990	FBgn0036230	CG11570	peritrophin-1-like	NA	NA	-8.006569679635334	0.043080484289636574	NA	NA	7.639867752790262	0.01669761881048974	NA	NA	NA	NA	NA	NA	NA	NA	-8.682600041121987	1.5633455730733157e-7	NA	NA
LOC123744995	FBgn0043470	lambdaTry	trypsin-1-like	NA	NA	NA	NA	NA	NA	4.196610372016334	0.048954579735756225	NA	NA	NA	NA	NA	NA	NA	NA	-4.6986194637507666	2.249564993166121e-6	NA	NA
LOC123745008	FBgn0003310	S	uncharacterized	NA	NA	NA	NA	4.299385816881432	0.038415036636573655	NA	NA	NA	NA	NA	NA	NA	NA	7.0548361073647206	3.041950943000972e-5	NA	NA	-2.838929560020409	8.457928454734611e-4
LOC123745031	FBgn0030805	wus	dnaJ homolog subfamily C member 22-like	NA	NA	NA	NA	3.6297279583733504	0.004684313309886132	NA	NA	NA	NA	NA	NA	NA	NA	3.1324690341575985	0.01981885926163892	NA	NA	NA	NA
LOC123745032	FBgn0020309	crol	zinc finger protein 660-like	NA	NA	NA	NA	-2.0795114891868653	0.04345301373122189	NA	NA	NA	NA	NA	NA	NA	NA	-2.0564329797303014	0.047008496084933155	NA	NA	NA	NA
LOC123745037	FBgn0283508	nw	uncharacterized	3.775017905706136	8.181065326735214e-4	NA	NA	4.380730473567817	3.2341893198452266e-4	NA	NA	NA	NA	NA	NA	2.7808996403001105	0.015225972337817225	5.360879894217251	8.785638061928347e-6	NA	NA	NA	NA
LOC123745040	NA	NA	uncharacterized	6.44102155106258	0.0354341243913158	-10.576252986397835	0.033474400961023526	-6.857405139278729	0.03956093317319891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.4115305875433855	0.0408784109191948	NA	NA
LOC123745048	FBgn0044328	CG32052	acid sphingomyelinase-like phosphodiesterase 3b	NA	NA	NA	NA	3.7173681045933162	0.006459207242527204	NA	NA	NA	NA	NA	NA	NA	NA	3.7689980189486123	0.007443375589278656	NA	NA	NA	NA
LOC123745051	FBgn0000317	ck	unconventional myosin-IXb-like	NA	NA	NA	NA	2.458618390731904	0.005429086787701572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1495164442863492	0.03474667136095693
LOC123745066	NA	NA	uncharacterized	5.586929190784066	1.0086499438463942e-8	5.008130387492726	0.004836101122389174	4.9893851007237675	9.31102044628346e-7	NA	NA	NA	NA	5.08729641200768	0.004456989756279456	5.105858982249803	1.6210468884695715e-7	5.483979115937139	3.303668223635132e-8	NA	NA	NA	NA
LOC123745067	FBgn0001138	grn	GATA-binding factor 2-like	NA	NA	7.318174178750289	0.02333573442552802	8.357345033497042	2.2242047927797512e-8	NA	NA	NA	NA	NA	NA	NA	NA	8.00125704748114	2.7197893790463885e-7	NA	NA	NA	NA
LOC123745070	FBgn0001138	grn	transcription factor GATA-3-like	NA	NA	NA	NA	4.319466293459696	0.008351747022819262	NA	NA	NA	NA	NA	NA	NA	NA	5.053995228023766	5.038401556108939e-4	NA	NA	NA	NA
LOC123745072	NA	NA	uncharacterized	NA	NA	NA	NA	-3.279904011250901	0.016420523099734203	-4.524187253355291	0.004107295291242327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.157402767146375	2.1049605282006024e-9
LOC123745105	FBgn0024321	NK7.1	homeobox protein HOX3-like	NA	NA	NA	NA	NA	NA	6.261168517819717	0.010274634280668337	NA	NA	NA	NA	NA	NA	NA	NA	-5.8161345232082144	0.007637705176077835	NA	NA
LOC123745142	NA	NA	uncharacterized	4.820893328007121	0.0037971868044521717	NA	NA	8.158052566347335	2.3734413274067447e-7	NA	NA	NA	NA	NA	NA	5.1244154031632565	0.0013672863498586346	7.8697284202049875	4.327868493306599e-7	NA	NA	NA	NA
LOC123745143	NA	NA	uncharacterized	8.763588524150244	1.627584157973859e-7	NA	NA	8.123353908231115	3.353729990345188e-6	3.8181490393023205	0.045291195306201196	NA	NA	NA	NA	4.526529728434728	0.0031477406697519397	12.397836782746701	1.3411138242452723e-12	-8.10921827728679	5.434429335440034e-6	-4.3419468912623085	9.860032883542133e-5
LOC123745164	NA	NA	YEATS domain-containing protein 2-like	NA	NA	10.247201694541385	0.01431632581155699	NA	NA	-11.149681678016446	0.0032638961624000835	NA	NA	10.307309946355964	0.018746003998954288	NA	NA	5.346169786529933	0.03922471334379608	NA	NA	-6.283093667710771	0.012867132052919903
LOC123745177	FBgn0003892	ptc	protein patched-like	3.2121061256771584	0.04219597875007728	NA	NA	5.409537701605358	1.2094398110085053e-4	NA	NA	NA	NA	NA	NA	3.712797004614279	0.009228340577434388	4.929167902276166	9.548060482423286e-4	NA	NA	NA	NA
LOC123745228	NA	NA	uncharacterized	NA	NA	NA	NA	-9.22650512323142	0.004991890304799798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745241	NA	NA	uncharacterized	NA	NA	7.296033448698672	0.007624330095021177	NA	NA	-5.178103300053515	0.036611783803229596	NA	NA	NA	NA	NA	NA	3.7338168072638407	6.506009234537866e-5	NA	NA	-1.7221372468656018	0.001005836126458953
LOC123745244	NA	NA	uncharacterized	2.069751764837762	0.04541976635197206	NA	NA	2.0955217038079628	0.01980586680132475	NA	NA	NA	NA	NA	NA	2.886819128939229	0.00361703327372445	NA	NA	NA	NA	NA	NA
LOC123745248	FBgn0040022	Set1	histone-lysine N-methyltransferase SETD1-like	2.953586241046246	0.020389122691864735	NA	NA	2.651983076307345	0.022766621735566078	NA	NA	NA	NA	NA	NA	NA	NA	3.1458207226777444	0.0031368529365433783	NA	NA	NA	NA
LOC123745271	FBgn0000560	eg	protein embryonic gonad-like	4.395190388354738	0.009699277334791015	NA	NA	6.678052610000433	6.876462988162558e-7	NA	NA	NA	NA	NA	NA	4.924246436881608	0.003601685103211875	6.145530797951822	2.6583731645191413e-6	NA	NA	NA	NA
LOC123745272	FBgn0001323	knrl	uncharacterized	NA	NA	NA	NA	4.031201581059802	0.022435201966954074	NA	NA	NA	NA	NA	NA	NA	NA	4.0580792562841435	0.016492884432912927	NA	NA	NA	NA
LOC123745275	FBgn0039576	UQCR-14L	cytochrome b-c1 complex subunit 7-like	NA	NA	NA	NA	-2.2786538303552604	0.02158858704333516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745284	NA	NA	uncharacterized	NA	NA	NA	NA	5.784329112668071	0.0011429257018609564	NA	NA	NA	NA	NA	NA	3.6937488737351063	0.025861832087882782	4.263662618828414	0.03493762575036031	NA	NA	NA	NA
LOC123745286	FBgn0039272	CG11836	serine protease 44-like	5.478853319103422	0.010727812133122927	8.33596240963022	0.040273782250224835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.355825973813148	0.01254815309269463	NA	NA	NA	NA
LOC123745290	FBgn0039272	CG11836	serine proteinase stubble-like	4.528011324398117	0.003197209832346187	NA	NA	3.8713014007145374	0.0377745885848672	NA	NA	NA	NA	NA	NA	4.213572851968799	0.015322185520749444	4.213274638494024	0.011822452260542606	NA	NA	NA	NA
LOC123745295	NA	NA	uncharacterized	4.363491534567727	0.04975406192577414	NA	NA	3.9828299202475557	0.04321210637532517	NA	NA	NA	NA	NA	NA	7.450182090482837	2.4349654751268902e-4	NA	NA	NA	NA	2.9833497088460095	0.009494382856820943
LOC123745301	FBgn0032938	CG8671	protein FAM102B-like	NA	NA	NA	NA	2.8215739694277726	0.01599697624806317	NA	NA	NA	NA	NA	NA	2.880711134493705	0.012015481923109386	NA	NA	NA	NA	NA	NA
LOC123745312	NA	NA	thymidine phosphorylase-like	NA	NA	NA	NA	-5.605390736333389	0.02366091812986942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.45753503385882	0.02509890644570265
LOC123745328	NA	NA	cell wall integrity and stress response component 2-like	NA	NA	NA	NA	2.218443534660757	0.04253685339753896	NA	NA	NA	NA	NA	NA	NA	NA	2.8540946251960424	0.0039601200923332835	NA	NA	NA	NA
LOC123745329	FBgn0003744	trc	serine/threonine-protein kinase tricornered-like	NA	NA	NA	NA	2.2729809294908243	0.0072632459083621865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745336	NA	NA	NA	3.0130729980780284	0.028589835156950908	4.769583512594951	0.04293804840372885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.396847552197005	1.2694328921575053e-7	NA	NA	-2.605387029611796	2.7076351157075002e-5
LOC123745344	FBgn0000042	Act5C	actin	NA	NA	NA	NA	1.641690303659784	0.04063607689979144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745347	FBgn0030512	Nadsyn	glutamine-dependent NAD(+) synthetase-like	NA	NA	NA	NA	-2.455632434232629	0.025239038019766926	NA	NA	NA	NA	NA	NA	NA	NA	-2.312002599531147	0.03686065208565569	NA	NA	NA	NA
LOC123745360	FBgn0031697	CG14024	carbohydrate sulfotransferase 11-like	4.743589107589639	0.009382822586233922	NA	NA	5.6955376807981715	0.006980621238995507	NA	NA	NA	NA	NA	NA	NA	NA	9.07799388428	1.3058406903923467e-8	-5.216154619443836	2.1110661205591173e-4	-3.4562444785860063	2.2694659403305047e-5
LOC123745372	FBgn0037627	CG13318	phenoloxidase-activating factor 2-like	NA	NA	NA	NA	2.9862527899073203	0.0020840123383099856	NA	NA	NA	NA	NA	NA	NA	NA	2.6588565572239373	0.008263140118772784	NA	NA	NA	NA
LOC123745381	FBgn0043900	pygo	protein pygopus-like	-2.277886939509573	0.04372833523104087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745382	NA	NA	7-dehydrocholesterol reductase-like	NA	NA	NA	NA	-2.831794540727455	0.008346006010714656	NA	NA	NA	NA	NA	NA	-2.7845805457010018	0.00636053156778041	NA	NA	NA	NA	-1.6101955982257286	0.028162429689600317
LOC123745391	NA	NA	uncharacterized	NA	NA	NA	NA	-9.195189582765211	0.005083326073545965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745405	FBgn0062411	Ctr1C	uncharacterized	2.5897111778204716	0.02289397291851857	NA	NA	5.00905873781822	7.124772589845183e-10	NA	NA	NA	NA	NA	NA	3.9742947108638713	2.9618950081979154e-4	3.612847768430594	5.419902522280493e-6	NA	NA	1.2741152913959937	0.02142908606638917
LOC123745413	FBgn0260632	dl	embryonic polarity protein dorsal-like	NA	NA	NA	NA	3.552100436034507	0.03960290394625135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745416	FBgn0053835	His2A:CG33835	histone H2A-like	NA	NA	NA	NA	2.99968009469952	5.956982391168219e-4	NA	NA	NA	NA	NA	NA	2.641532233016651	0.016981265855690812	1.9403993685346892	0.036641302134340664	NA	NA	NA	NA
LOC123745424	NA	NA	mucin-19-like	5.3052061317525565	2.0293120085829142e-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.346123641536739	2.9752851028072764e-4	NA	NA	-3.0023701767684425	8.855812670674108e-9
LOC123745433	FBgn0035523	Ctl1	choline transporter-like protein 1	NA	NA	NA	NA	5.237159289174136	5.635335549858192e-4	NA	NA	NA	NA	NA	NA	3.8193459448643163	0.012188533979800987	NA	NA	NA	NA	2.7417854881337647	2.003324749476342e-4
LOC123745435	FBgn0051158	Efa6	PH and SEC7 domain-containing protein-like	-2.5264147503714804	0.04815912074734804	NA	NA	-1.9288216142757122	0.04412245492992044	NA	NA	NA	NA	NA	NA	NA	NA	-2.190760692582389	0.02217025688986551	2.222346233506337	0.03953242281930241	NA	NA
LOC123745438	FBgn0036279	Ncc69	bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like	NA	NA	NA	NA	1.8844944752705395	0.018729909354467035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745477	FBgn0053196	dpy	neurogenic locus notch homolog protein 2-like	NA	NA	NA	NA	2.052890894802939	0.02560770551095904	NA	NA	NA	NA	NA	NA	NA	NA	2.841038746346464	0.0014759576471088838	NA	NA	NA	NA
LOC123745506	FBgn0003218	rdgB	protein retinal degeneration B-like	NA	NA	NA	NA	2.4539019426288355	0.01375791709473195	NA	NA	NA	NA	NA	NA	2.5453045972077692	0.01801256963777327	NA	NA	NA	NA	NA	NA
LOC123745514	NA	NA	uncharacterized	5.631266379023172	9.368806147584303e-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.528485573595278	5.3919700924001074e-5	NA	NA	-3.9890578806981103	3.283186310855005e-10
LOC123745523	NA	NA	uncharacterized	NA	NA	NA	NA	-1.808723884497958	0.027201554034820788	NA	NA	NA	NA	NA	NA	NA	NA	-2.610151337316106	0.00113689676552334	2.363959942938889	0.042774272427566484	NA	NA
LOC123745526	FBgn0264089	sli	protein slit-like	NA	NA	NA	NA	2.413639724196143	0.006487793883244023	NA	NA	NA	NA	NA	NA	NA	NA	1.9148833085613974	0.03958286112993473	NA	NA	NA	NA
LOC123745537	FBgn0029167	Hml	hemocytin-like	NA	NA	NA	NA	NA	NA	-3.7552076117524913	0.0029663574895987988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.9135238729264517	4.071450080538586e-4
LOC123745540	NA	NA	uncharacterized	NA	NA	NA	NA	-3.8712040490045387	0.015079427211255695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745551	FBgn0052369	CG32369	LON peptidase N-terminal domain and RING finger protein 3-like	NA	NA	NA	NA	2.2743506205604866	0.01827005725093951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745565	FBgn0264695	Mhc	myosin heavy chain	-2.93539854834596	0.022494415352921775	NA	NA	-2.558350732568762	0.016420523099734203	-3.1690473544636433	0.02831141478288989	NA	NA	NA	NA	NA	NA	-3.0928260860551973	0.001753065964608196	3.6453668765499643	0.002354253091391774	NA	NA
LOC123745566	FBgn0264695	Mhc	myosin heavy chain	-3.737308027126172	0.01132641936966778	NA	NA	-4.381998900053331	6.248181010289205e-5	-5.115289724408395	2.5815138069590387e-4	NA	NA	NA	NA	-4.143164930212201	0.004875371601304087	-3.9712390139902958	1.524009293600337e-4	4.653614419882837	2.0855077345457643e-4	NA	NA
LOC123745567	FBgn0264695	Mhc	myosin heavy chain	-3.2723125481605635	0.014012321594023245	NA	NA	-3.3172797783477783	4.2646535161711396e-4	-3.9551159783600127	0.00189091796033411	NA	NA	NA	NA	-3.3995387107741557	0.008864604601877555	-3.199431115166348	4.356049441163463e-4	3.780556979778215	9.483666663700607e-4	NA	NA
LOC123745571	FBgn0264695	Mhc	myosin heavy chain	-3.0513470240626113	0.03006380980628003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.759202344790376	0.0016209213807481724	3.8453354799486075	9.469143925997409e-4	1.2541707449980937	0.03633283271037281
LOC123745576	FBgn0066365	dyl	uncharacterized	NA	NA	NA	NA	-7.764950296912485	0.011644073744593482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745580	FBgn0262473	Tl	protein toll-like	2.075949492393068	0.04633692039465668	NA	NA	2.0317793554415777	0.013712836694960479	NA	NA	NA	NA	NA	NA	NA	NA	2.0733551416499356	0.01109991562712027	NA	NA	NA	NA
LOC123745585	FBgn0259707	CG42361	uncharacterized	NA	NA	NA	NA	5.577465711824146	0.007255298170492236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.8100799032160175	2.2910871144488708e-5
LOC123745608	NA	NA	uncharacterized	NA	NA	NA	NA	2.772501287060872	0.01672722056393993	NA	NA	NA	NA	NA	NA	NA	NA	2.9348785918073492	0.009530664447199922	NA	NA	NA	NA
LOC123745619	FBgn0050104	NT5E-2	snake venom 5'-nucleotidase-like	NA	NA	NA	NA	4.130124906871238	0.04154077316355226	NA	NA	NA	NA	NA	NA	NA	NA	5.104590501205946	0.014986703999953091	NA	NA	NA	NA
LOC123745621	FBgn0033936	Achl	la-related protein 6-like	NA	NA	NA	NA	-3.128457464857439	0.021016548545630682	NA	NA	NA	NA	NA	NA	NA	NA	-3.862380881925521	0.0038370099835049894	4.093103180112481	0.009303107506482347	NA	NA
LOC123745626	NA	NA	ribosome biogenesis protein BOP1 homolog	NA	NA	NA	NA	NA	NA	3.2414584219528724	0.025546597665354023	NA	NA	-4.853946309765814	0.04148185048873086	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745639	FBgn0261986	RASSF8	protein transport protein sec31-like	NA	NA	NA	NA	2.9500105860796957	0.035588468346134425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745641	FBgn0263258	chas	serine/arginine repetitive matrix protein 1-like	NA	NA	NA	NA	3.84106417208109	0.0051695445120691005	NA	NA	NA	NA	NA	NA	NA	NA	3.6924214504044883	0.006267935959827633	NA	NA	NA	NA
LOC123745647	FBgn0038901	Burs	bursicon-like	NA	NA	NA	NA	4.0696702509565394	0.019437117701143872	9.695679932831663	8.565050351752973e-10	NA	NA	-9.542953455894448	0.006371361894463411	NA	NA	NA	NA	-9.00458071781408	1.1779720183169692e-7	NA	NA
LOC123745662	NA	NA	uncharacterized	6.152776346484712	0.004693139370041011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.084507429448053	0.002205290106468716	NA	NA	NA	NA	NA	NA
LOC123745667	FBgn0259735	mtgo	fibronectin type-III domain-containing protein 3a-like	NA	NA	NA	NA	1.703605333804516	0.04149389884224971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745669	FBgn0030558	CG1461	tyrosine aminotransferase-like	NA	NA	NA	NA	2.921030169235996	0.01389745014632091	NA	NA	NA	NA	NA	NA	NA	NA	3.682282723508421	0.0011397273329309607	NA	NA	NA	NA
LOC123745671	FBgn0029167	Hml	hemocytin-like	NA	NA	NA	NA	3.733929179296072	0.012828323286388211	NA	NA	NA	NA	NA	NA	3.4216840522824916	0.008978811471516234	NA	NA	NA	NA	NA	NA
LOC123745682	NA	NA	uncharacterized	4.57619442515608	0.035971497393255406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745685	NA	NA	uncharacterized	NA	NA	NA	NA	2.4895769310694567	0.005841784677236387	NA	NA	NA	NA	NA	NA	NA	NA	3.6046252316752563	2.2800595986996593e-5	NA	NA	-1.259442998199317	0.024111731841986284
LOC123745740	NA	NA	uncharacterized	6.1956268792721865	0.004185512104879169	NA	NA	6.2407720074035495	4.878082363764254e-4	7.310726714215012	7.152452430887345e-4	NA	NA	NA	NA	7.3724823540858	4.1319130180468885e-5	5.071053012774025	0.006548507126173613	-6.166411080804998	0.003941305484795274	NA	NA
LOC123745757	FBgn0052380	SMSr	phosphatidylcholine:ceramide cholinephosphotransferase 2-like	NA	NA	NA	NA	2.048190001637794	0.01098008711109616	NA	NA	NA	NA	NA	NA	2.0686134150173716	0.04787022893380753	NA	NA	NA	NA	NA	NA
LOC123745766	FBgn0032456	MRP	multidrug resistance-associated protein 1-like	NA	NA	NA	NA	-1.8985509610026394	0.017495643721468588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745772	NA	NA	uncharacterized	NA	NA	NA	NA	-6.027788854768455	0.03329175611121296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745789	FBgn0032681	CG10283	coiled-coil domain-containing protein 50-like	NA	NA	NA	NA	2.3486803434366905	0.005397181082424465	NA	NA	NA	NA	NA	NA	NA	NA	2.41587640959309	0.003703673693431317	NA	NA	NA	NA
LOC123745791	FBgn0032116	Mco1	laccase-4-like	NA	NA	NA	NA	5.081359640495433	0.0027732389966753377	3.8244262880629245	0.04927964390800029	NA	NA	NA	NA	4.337359200070748	0.0011547435833092839	NA	NA	NA	NA	2.3641368358984547	1.6608448979236518e-5
LOC123745799	FBgn0015402	ksr	kinase suppressor of Ras 2-like	NA	NA	NA	NA	1.7082734504430324	0.030188411962898197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745800	NA	NA	translation initiation factor IF-2-like	6.135928350393645	0.039784778405759696	NA	NA	-10.094522827195648	0.0024634949449410903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.106850349439906	0.04637462868724604	-6.945662153052466	0.004484328044412309
LOC123745804	NA	NA	mucin-19-like	5.501281023582968	0.004770642182852062	12.720005716743636	0.03697900700075347	4.943503999568535	0.026245862713474052	NA	NA	NA	NA	NA	NA	5.900467178465423	0.014795771822415565	4.572840353616541	0.009286497858576182	NA	NA	NA	NA
LOC123745806	NA	NA	uncharacterized	NA	NA	NA	NA	-8.639328201444822	0.008146424724376362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745818	NA	NA	copine-8-like	NA	NA	NA	NA	3.9438259994522626	0.0029921521842443933	NA	NA	NA	NA	NA	NA	4.454530358748149	0.013628012564221532	NA	NA	NA	NA	2.299918810622862	0.00119237695854077
LOC123745826	FBgn0034521	Mgat1	protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1-like	4.7249550276948975	0.006288786330050291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.4087883510852865	3.0804240239225896e-4	NA	NA	-2.0053263564455666	0.029712789191224217
LOC123745828	NA	NA	uncharacterized	4.024269667245727	0.01132641936966778	NA	NA	3.8321868879388905	1.1852223431216299e-4	NA	NA	NA	NA	NA	NA	NA	NA	5.234019245066682	3.5644399338277062e-6	-4.450128778584343	0.011857914838562522	NA	NA
LOC123745839	NA	NA	galactoside alpha-(1,2)-fucosyltransferase 2-like	5.329346749385862	0.0030433128462204824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.384369638913525	0.006012971020806755	NA	NA	NA	NA
LOC123745846	NA	NA	collagen alpha-1(III) chain-like	NA	NA	NA	NA	-9.905682965570227	0.0028123511120903915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.2158357185223725	0.017607583894963526
LOC123745847	FBgn0004648	svr	carboxypeptidase E-like	NA	NA	NA	NA	6.195157762900499	0.0013737497487343053	NA	NA	NA	NA	NA	NA	NA	NA	4.1903271257537575	0.037852450905325	NA	NA	NA	NA
LOC123745864	FBgn0030541	CG11584	collagen alpha-1(I) chain-like	6.238758125912247	0.038433507158824876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745867	FBgn0035788	CG8541	uncharacterized	NA	NA	NA	NA	-9.503485812064808	0.003896074353514204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC123745868	NA	NA	proteoglycan 4-like	NA	NA	5.123087486260544	0.04646333987034612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
