ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Type
GO:0007391	dorsal closure	22/671	82/5494	0.000228361538688371	0.0132566800920634	0.0114519767579755	Btk29A, Col4a1, mys, tup, Pvr, Egfr, yrt, Abl, shn, cbt, ed, l(2)gl, Pvf1, raw, scrib, sinu, msn, Cdc42, aop, PDZ-GEF, slpr, POSH	22	BP
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	13/671	37/5494	0.000258435949337352	0.0138616706180096	0.011974606661829	mys, Lac, Cad74A, Cad99C, Cont, ed, Cad88C, Cals, Fas3, fw, ft, Dscam4, sns	13	BP
GO:0007560	imaginal disc morphogenesis	58/671	304/5494	0.000261541463789154	0.0138616706180096	0.011974606661829	S, crol, ck, trc, dpy, ksr, svr, mys, al, bowl, Spn88Ea, sob, opa, sty, Pvr, Lim1, cmb, mwh, dysf, RhoGEF2, Egfr, Myo31DF, dy, shn, cbt, ed, hth, S6kII, lft, ovo, tnc, scrib, Nrg, pio, Fkbp14, tx, Hr51, fw, zfh2, Gli, hh, msn, ft, f, Nedd4, Bap170, Mad, Cdc42, dlt, PDZ-GEF, Gclc, pnut, pot, rn, slpr, sha, RhoGAP68F, ftz-f1	58	BP
GO:0048563	post-embryonic animal organ morphogenesis	58/671	304/5494	0.000261541463789154	0.0138616706180096	0.011974606661829	S, crol, ck, trc, dpy, ksr, svr, mys, al, bowl, Spn88Ea, sob, opa, sty, Pvr, Lim1, cmb, mwh, dysf, RhoGEF2, Egfr, Myo31DF, dy, shn, cbt, ed, hth, S6kII, lft, ovo, tnc, scrib, Nrg, pio, Fkbp14, tx, Hr51, fw, zfh2, Gli, hh, msn, ft, f, Nedd4, Bap170, Mad, Cdc42, dlt, PDZ-GEF, Gclc, pnut, pot, rn, slpr, sha, RhoGAP68F, ftz-f1	58	BP
GO:0061061	muscle structure development	36/671	164/5494	0.000264378031291998	0.0138616706180096	0.011974606661829	Col4a1, mys, br, Unc-89, tup, sing, Mlc2, sty, up, Poxm, spz, ed, hth, fln, wap, lola, Flo2, ball, Khc, CAP, C1GalTA, raptor, Sin3A, fru, Zasp66, tx, eve, Act88F, Nedd4, numb, sns, unc-45, DAAM, wupA, aop, Msp300	36	BP
GO:0009790	embryo development	69/671	378/5494	0.000272181553481283	0.0138616706180096	0.011974606661829	Btk29A, S, sli, dyl, ksr, Col4a1, mys, Inx2, HDAC1, phm, bowl, pb, sob, tup, Pvr, Lac, Graf, Psc, RhoGEF2, Egfr, yrt, par-6, spas, Abl, shn, Drp1, cbt, ed, hth, loco, l(2)gl, Khc, ea, Pvf1, raw, baz, Zfrp8, tnc, scrib, InR, eve, gol, Rrp40, hzg, Tlk, pnr, hh, sinu, msn, vas, nst, numb, sns, pip, Mad, Cdc42, cad, fs(1)N, aop, Prat, PDZ-GEF, byn, lark, qm, slpr, CycB, RhoGAP68F, POSH, spir	69	BP
GO:0045087	innate immune response	27/671	111/5494	0.000275519071471038	0.0138616706180096	0.011974606661829	dl, Hml, PPO2, Tep2, grass, MP1, Spn88Ea, SPE, Eph, GNBP1, Pvr, Parp, spz, Herc4, Flo2, PPO1, Nrg, Pten, Tep3, Pli, spz3, unc-45, Tg, Cdc42, PPO3, Rel, POSH	27	BP
GO:0030855	epithelial cell differentiation	56/671	292/5494	0.000291003729419989	0.0143224444218882	0.0123726528435318	S, ck, trc, dyl, Burs, Pxt, mats, mys, br, phm, Klc, SERCA, sty, Pvr, cmb, rk, mwh, Cad74A, Sec8, RhoGEF2, Egfr, Cad99C, yrt, par-6, Abl, Parp, ed, loco, ovo, Khc, Pvf1, baz, scrib, InR, pigs, CCT1, dimm, ex, fw, Pten, kuz, Gli, nclb, brn, msn, ft, f, vas, numb, Mad, Cdc42, fs(1)N, aop, slpr, sha, spir	56	BP
GO:0120192	tight junction assembly	12/671	33/5494	0.000308354935527352	0.0145440744590401	0.0125641111888119	Lac, crok, Cont, loco, l(2)gl, bou, scrib, Nrg, vari, Gli, sinu, Tsf2	12	BP
GO:0120193	tight junction organization	12/671	33/5494	0.000308354935527352	0.0145440744590401	0.0125641111888119	Lac, crok, Cont, loco, l(2)gl, bou, scrib, Nrg, vari, Gli, sinu, Tsf2	12	BP
GO:0120036	plasma membrane bounded cell projection organization	81/671	463/5494	0.000335515405196852	0.015502181170728	0.0133917856682224	Sox14, ck, grn, trc, sli, dnc, mys, br, trol, HDAC1, Sema1a, Eph, Acsl, tup, cmb, mwh, RhoGEF2, Mp, Cad99C, par-6, spas, Abl, IFT57, shn, Cont, Poxm, spz, Ank2, lola, Flo2, ovo, Khc, Fitm, Fas3, C1GalTA, baz, CG13855, p130CAS, raptor, scrib, Nrg, InR, fru, Hr51, CG14105, sky, eve, Rsph3, sas, fw, fra, dysc, Pten, SH3PX1, kuz, Klp64D, Gli, hh, msn, eIF2beta, ft, Dscam4, f, Nedd4, vvl, IFT52, hmw, ttv, wnd, Cdc42, DAAM, PDZ-GEF, Gclc, pnut, Ten-m, IFT20, Rel, conv, haf, sha, ftz-f1	81	BP
GO:0048878	chemical homeostasis	38/671	179/5494	0.000367949251317755	0.0162428618589191	0.0140316335009632	Ncc69, Mco1, AGBE, Pepck1, Ae2, Pgd, Best1, SERCA, Trpm, Nhe3, GLaz, up, Cnx99A, Vha16-1, CG6908, Aps, Fitm, Glut1, InR, Ndae1, Desat1, Vha55, ITP, Pten, CG10413, Sik3, Letm1, nrv3, SPoCk, mfrn, Fer3HCH, NLaz, Vha68-2, VhaAC39-1, Tpi, ftz-f1, ClC-a, IP3K2	38	BP
GO:0006959	humoral immune response	17/671	58/5494	0.000377375630478088	0.0162428618589191	0.0140316335009632	dl, Hml, PPO2, grass, SPE, Pvr, Parp, spz, lola, Herc4, PPO1, pnr, Pli, vvl, Tg, cad, Rel	17	BP
GO:0009791	post-embryonic development	82/671	472/5494	0.000387972375908165	0.0162428618589191	0.0140316335009632	S, crol, ck, trc, dpy, ksr, svr, Col4a1, mys, br, al, phm, bowl, Spn88Ea, sob, opa, serp, Mlc2, sty, Pvr, Lim1, cmb, mwh, dysf, RhoGEF2, Egfr, Myo31DF, dy, shn, Poxm, CrebA, spz, cbt, ed, hth, S6kII, Npc1a, lft, l(2)gl, lola, CG9514, ovo, Khc, CG9518, tnc, raptor, scrib, Nrg, pio, Fkbp14, Sin3A, tx, Hr51, sas, fw, zfh2, Pten, Rrp40, Gli, hh, msn, ft, sro, f, Nedd4, Bap170, sns, Mad, Cdc42, dlt, verm, PDZ-GEF, Gclc, pnut, pot, rn, slpr, sha, RhoGAP68F, ftz-f1, IP3K2, Msp300	82	BP
GO:0022407	regulation of cell-cell adhesion	10/671	25/5494	0.00040389892114666	0.0162428618589191	0.0140316335009632	sli, Burs, CG10939, rk, baz, hh, mbt, aop, Ten-m, POSH	10	BP
GO:0002225	positive regulation of antimicrobial peptide production	12/671	34/5494	0.000424457166796848	0.0162428618589191	0.0140316335009632	dl, grass, SPE, Parp, spz, lola, Herc4, pnr, Pli, vvl, cad, Rel	12	BP
GO:0002699	positive regulation of immune effector process	12/671	34/5494	0.000424457166796848	0.0162428618589191	0.0140316335009632	dl, grass, SPE, Parp, spz, lola, Herc4, pnr, Pli, vvl, cad, Rel	12	BP
GO:0002702	positive regulation of production of molecular mediator of immune response	12/671	34/5494	0.000424457166796848	0.0162428618589191	0.0140316335009632	dl, grass, SPE, Parp, spz, lola, Herc4, pnr, Pli, vvl, cad, Rel	12	BP
GO:0002760	positive regulation of antimicrobial humoral response	12/671	34/5494	0.000424457166796848	0.0162428618589191	0.0140316335009632	dl, grass, SPE, Parp, spz, lola, Herc4, pnr, Pli, vvl, cad, Rel	12	BP
GO:0002922	positive regulation of humoral immune response	12/671	34/5494	0.000424457166796848	0.0162428618589191	0.0140316335009632	dl, grass, SPE, Parp, spz, lola, Herc4, pnr, Pli, vvl, cad, Rel	12	BP
GO:0008063	Toll signaling pathway	12/671	34/5494	0.000424457166796848	0.0162428618589191	0.0140316335009632	dl, grass, Spn88Ea, SPE, GNBP1, gro, spz, Herc4, ea, Pli, spz3, pip	12	BP
GO:0002807	positive regulation of antimicrobial peptide biosynthetic process	9/671	21/5494	0.000430464536897149	0.0162428618589191	0.0140316335009632	grass, SPE, Parp, spz, lola, pnr, vvl, cad, Rel	9	BP
GO:0007552	metamorphosis	65/671	357/5494	0.000443004000986593	0.0164419845612073	0.0142036485562224	Sox14, S, crol, ck, trc, dpy, ksr, svr, mys, br, al, bowl, Spn88Ea, sob, opa, sty, Pvr, Lim1, cmb, mwh, dysf, RhoGEF2, Egfr, Myo31DF, dy, shn, Ance, cbt, ed, hth, S6kII, lft, l(2)gl, ovo, tnc, raptor, scrib, Nrg, pio, Fkbp14, tx, Hr51, fw, zfh2, Pten, Gli, hh, msn, ft, f, Nedd4, Bap170, Mad, Cdc42, dlt, PDZ-GEF, Gclc, pnut, pot, rn, slpr, sha, RhoGAP68F, ftz-f1, IP3K2	65	BP
GO:0055001	muscle cell development	17/671	59/5494	0.000471191948294339	0.0172061059828772	0.0148637460090133	Col4a1, mys, br, Unc-89, Mlc2, sty, up, fln, wap, ball, C1GalTA, Zasp66, Act88F, Nedd4, DAAM, wupA, aop	17	BP
GO:0008045	motor neuron axon guidance	15/671	49/5494	0.000494734286049699	0.0177120247605794	0.0153007913358548	grn, trol, Sema1a, tup, Mp, Abl, spz, Nrg, eve, fra, vvl, Cdc42, Ten-m, conv, haf	15	BP
