ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Type
GO:0015276	ligand-gated monoatomic ion channel activity	5/181	23/5209	0.000968471852550697	0.0121499196047269	0.00991641035626072	Lcch3, nAChRalpha7, RyR, KaiR1D, Irk1	5	MF
GO:0022834	ligand-gated channel activity	5/181	23/5209	0.000968471852550697	0.0121499196047269	0.00991641035626072	Lcch3, nAChRalpha7, RyR, KaiR1D, Irk1	5	MF
GO:0015318	inorganic molecular entity transmembrane transporter activity	13/181	142/5209	0.00120284405301342	0.0140447874068901	0.0114629462436097	Lcch3, RyR, Calx, KaiR1D, Irk1, OtopLc, sand, Hk, ChT, Nha1, CG15270, CG1504, stj	13	MF
GO:0016758	hexosyltransferase activity	9/181	77/5209	0.0012708373204966	0.0140447874068901	0.0114629462436097	Mgat1, beta4GalNAcTA, rt, alpha4GT1, FucTC, tw, beta4GalT7, C1GalTA, Gyg	9	MF
GO:0022857	transmembrane transporter activity	21/181	297/5209	0.00133702767832233	0.0140447874068901	0.0114629462436097	AQP, Lcch3, nAChRalpha7, Inx2, RyR, mnd, Calx, KaiR1D, Irk1, MFS10, OtopLc, sand, Hk, CG4995, ChT, Nha1, CG15270, Inx3, CG1504, Ugalt, stj	21	MF
GO:0005244	voltage-gated monoatomic ion channel activity	4/181	15/5209	0.00142483350504682	0.0140447874068901	0.0114629462436097	Irk1, Hk, CG1504, stj	4	MF
GO:0022832	voltage-gated channel activity	4/181	15/5209	0.00142483350504682	0.0140447874068901	0.0114629462436097	Irk1, Hk, CG1504, stj	4	MF
GO:0099094	ligand-gated monoatomic cation channel activity	4/181	15/5209	0.00142483350504682	0.0140447874068901	0.0114629462436097	nAChRalpha7, RyR, KaiR1D, Irk1	4	MF
GO:0016757	glycosyltransferase activity	10/181	95/5209	0.0015588001936076	0.0148354777046792	0.0121082846254819	Mgat1, beta4GalNAcTA, rt, alpha4GT1, FucTC, tw, beta4GalT7, Xxylt, C1GalTA, Gyg	10	MF
GO:0008324	monoatomic cation transmembrane transporter activity	12/181	130/5209	0.00172450094434552	0.0158654086879788	0.0129488842838576	nAChRalpha7, RyR, Calx, KaiR1D, Irk1, OtopLc, sand, Hk, ChT, Nha1, CG1504, stj	12	MF
GO:0005201	extracellular matrix structural constituent	4/181	16/5209	0.00184868986842703	0.0164593033447052	0.013433603797738	Col4a1, dpy, prc, Mur89F	4	MF
GO:0015079	potassium ion transmembrane transporter activity	5/181	28/5209	0.0024570060633874	0.0211916772967163	0.0172960295251613	KaiR1D, Irk1, sand, Hk, CG1504	5	MF
GO:0022890	inorganic cation transmembrane transporter activity	11/181	121/5209	0.00301154374020144	0.0251874567362302	0.0205572682744213	RyR, Calx, KaiR1D, Irk1, OtopLc, sand, Hk, ChT, Nha1, CG1504, stj	11	MF
GO:0022824	transmitter-gated monoatomic ion channel activity	3/181	10/5209	0.00413415544997516	0.0326007686912327	0.0266077974825469	Lcch3, nAChRalpha7, KaiR1D	3	MF
GO:0022835	transmitter-gated channel activity	3/181	10/5209	0.00413415544997516	0.0326007686912327	0.0266077974825469	Lcch3, nAChRalpha7, KaiR1D	3	MF
GO:0140110	transcription regulator activity	22/181	352/5209	0.00483956211535358	0.0371033095510441	0.0302826401370078	pygo, CG11584, tara, Sox14, Octbeta2R, dpn, slp1, bab2, Myc, emc, Eip74EF, trh, CG18476, cbt, lmd, CG1368, Ptx1, bowl, nab, Ddx1, Hr3, MESR3	22	MF
GO:0042826	histone deacetylase binding	3/181	11/5209	0.00554036415858817	0.0413281218316307	0.033730808817578	Smyd4-3, SmydA-4, SmydA-5	3	MF
GO:0038023	signaling receptor activity	10/181	114/5209	0.00594735031154315	0.0420889406663053	0.0343517669816527	Gfrl, Lcch3, nAChRalpha7, Octbeta2R, KaiR1D, CCHa1-R, mthl15, stan, boi, Hr3	10	MF
GO:0060089	molecular transducer activity	10/181	114/5209	0.00594735031154315	0.0420889406663053	0.0343517669816527	Gfrl, Lcch3, nAChRalpha7, Octbeta2R, KaiR1D, CCHa1-R, mthl15, stan, boi, Hr3	10	MF
GO:0050839	cell adhesion molecule binding	6/181	49/5209	0.00654142478233541	0.0451358309981143	0.0368385500899942	Gfrl, ck, CadN, rst, stan, Nrg	6	MF
