ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Type
GO:0022857	transmembrane transporter activity	60/655	297/5209	8.60775890085826e-05	0.00340397738352122	0.00302301197762199	UQCR-14L, Ctl1, Ncc69, MRP, chk, Ae2, CG17036, bdg, Inx2, CG10444, bumpel, Orct, Vmat, Best1, SERCA, CG15890, mnd, galene, Trpm, Nhe3, Abcd3, CG42638, Vha16-1, nAChRbeta2, nac, aralar1, Grik, CG11655, mah, Glut1, NaPi-III, CNT2, NAAT1, MFS10, Oatp26F, CG9706, Ndae1, Vha55, CG10413, sea, rtet, Letm1, Cln7, pain, ogre, SPoCk, VhaSFD, pyx, mfrn, CG11537, Tret1-2, CG6293, Vha68-2, Sln, VhaAC39-1, sand, nebu, CG10019, VhaPPA1-1, ClC-a	60	MF
GO:0008324	monoatomic cation transmembrane transporter activity	32/655	130/5209	0.000104586890524063	0.00379127478149729	0.00336696393178344	UQCR-14L, Ncc69, bdg, bumpel, Vmat, SERCA, galene, Trpm, Nhe3, CG42638, Vha16-1, nAChRbeta2, Grik, mah, NaPi-III, CNT2, NAAT1, CG9706, Ndae1, Vha55, CG10413, Letm1, pain, SPoCk, VhaSFD, pyx, mfrn, CG6293, Vha68-2, VhaAC39-1, sand, VhaPPA1-1	32	MF
GO:0015075	monoatomic ion transmembrane transporter activity	35/655	149/5209	0.000138551337206449	0.00409606992142112	0.00363764709294991	UQCR-14L, Ncc69, Ae2, bdg, bumpel, Vmat, Best1, SERCA, galene, Trpm, Nhe3, CG42638, Vha16-1, nAChRbeta2, Grik, mah, NaPi-III, CNT2, NAAT1, CG9706, Ndae1, Vha55, CG10413, Letm1, pain, SPoCk, VhaSFD, pyx, mfrn, CG6293, Vha68-2, VhaAC39-1, sand, VhaPPA1-1, ClC-a	35	MF
GO:0008010	structural constituent of chitin-based larval cuticle	12/655	30/5209	0.000141243790393832	0.00409606992142112	0.00363764709294991	resilin, Edg78E, Cpr11B, Cpr67Fb, Cpr50Cb, Cpr65Az, Cpr57A, Cpr72Eb, Cpr47Ef, Cpr30B, Cpr50Ca, Cpr66D	12	MF
GO:0015081	sodium ion transmembrane transporter activity	12/655	30/5209	0.000141243790393832	0.00409606992142112	0.00363764709294991	Ncc69, bdg, bumpel, Vmat, Nhe3, Grik, NaPi-III, CNT2, NAAT1, Ndae1, Letm1, CG6293	12	MF
GO:0004252	serine-type endopeptidase activity	14/655	39/5209	0.000157710605799349	0.00428775709516979	0.00380788107423428	CG31954, grass, CG8172, MP1, SPE, CG11843, CG9372, Corin, ea, CG11836, Sb, CG32260, Fur1, CG11670	14	MF
GO:0008236	serine-type peptidase activity	16/655	49/5209	0.000196266199716422	0.00502210569862609	0.00446004305237937	CG31954, grass, CG8172, MP1, SPE, CG11843, CG9372, Corin, ea, CG4572, CG11836, Sb, CG32260, Fur1, CG11670, ome	16	MF
GO:0008146	sulfotransferase activity	7/655	13/5209	0.000416333658924767	0.0100613967573485	0.00893534811844383	St4, St2, CG31743, St1, CG13937, CG14024, pip	7	MF
GO:0005214	structural constituent of chitin-based cuticle	13/655	38/5209	0.000465576410543261	0.0101262869293159	0.00899297592996721	resilin, dyl, Edg78E, Cpr11B, Cpr67Fb, Cpr50Cb, Cpr65Az, Cpr57A, Cpr72Eb, Cpr47Ef, Cpr30B, Cpr50Ca, Cpr66D	13	MF
GO:0042302	structural constituent of cuticle	13/655	38/5209	0.000465576410543261	0.0101262869293159	0.00899297592996721	resilin, dyl, Edg78E, Cpr11B, Cpr67Fb, Cpr50Cb, Cpr65Az, Cpr57A, Cpr72Eb, Cpr47Ef, Cpr30B, Cpr50Ca, Cpr66D	13	MF
GO:0046873	metal ion transmembrane transporter activity	22/655	85/5209	0.000594572469058318	0.0123161440019223	0.0109377491801706	Ncc69, bdg, bumpel, Vmat, SERCA, galene, Trpm, Nhe3, CG42638, Grik, NaPi-III, CNT2, NAAT1, Ndae1, CG10413, Letm1, pain, SPoCk, pyx, mfrn, CG6293, sand	22	MF
GO:1901702	salt transmembrane transporter activity	25/655	104/5209	0.00085419824803354	0.0168898289952086	0.0149995577525507	Ncc69, bdg, bumpel, Vmat, Best1, SERCA, galene, Trpm, Nhe3, CG42638, aralar1, Grik, NaPi-III, CNT2, NAAT1, Ndae1, CG10413, sea, Letm1, pain, SPoCk, pyx, CG6293, sand, ClC-a	25	MF
GO:0008106	alcohol dehydrogenase (NADP+) activity	6/655	11/5209	0.00101986274284186	0.0192887083972266	0.0171299600285109	CG7675, Drat, Akr1B, CG2070, Rdh1, CG2065	6	MF
GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	40/655	197/5209	0.00118785021768398	0.021350260898298	0.0189607882629773	Sox14, crol, grn, dl, br, al, bowl, sob, opa, vnd, tup, Hey, Lim1, dysf, shn, su(Hw), Poxm, CrebA, cbt, hth, ovo, eyg, CG5245, Sox21b, Hr51, eve, zfh2, pnr, Spps, vvl, Mad, dpn, stc, CG9727, cad, aop, byn, Rel, rn, ftz-f1	40	MF
GO:0003700	DNA-binding transcription factor activity	45/655	229/5209	0.00122702648840793	0.021350260898298	0.0189607882629773	Sox14, crol, grn, knrl, dl, br, al, bowl, pb, sob, opa, vnd, tup, Hey, Lim1, dysf, shn, su(Hw), Poxm, CrebA, cbt, hth, lola, ovo, eyg, CG5245, fru, Sox21b, Hr51, eve, zfh2, pnr, Spps, vvl, Mad, dpn, otp, stc, CG9727, cad, aop, byn, Rel, rn, ftz-f1	45	MF
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	40/655	198/5209	0.00131479118998737	0.0219974679863272	0.0195355614058853	Sox14, crol, grn, dl, al, bowl, pb, sob, opa, vnd, tup, Hey, Lim1, dysf, shn, Poxm, CrebA, cbt, hth, ovo, eyg, CG5245, Sox21b, Hr51, eve, zfh2, pnr, Spps, vvl, Mad, dpn, otp, stc, CG9727, cad, aop, byn, Rel, rn, ftz-f1	40	MF
GO:0004033	aldo-keto reductase (NADP) activity	6/655	12/5209	0.00182431020350285	0.0292290552407224	0.0259578058641141	CG7675, Drat, Akr1B, CG2070, Rdh1, CG2065	6	MF
GO:0019829	ATPase-coupled monoatomic cation transmembrane transporter activity	8/655	20/5209	0.00188141045227639	0.0292290552407224	0.0259578058641141	SERCA, Vha16-1, Vha55, SPoCk, VhaSFD, Vha68-2, VhaAC39-1, VhaPPA1-1	8	MF
GO:0005201	extracellular matrix structural constituent	7/655	16/5209	0.00197293444757777	0.0295940167136665	0.0262819216791666	resilin, dpy, Col4a1, Mp, tnc, eys, Mur89F	7	MF
GO:0017171	serine hydrolase activity	19/655	76/5209	0.00214189195553729	0.0301522791763955	0.0267777046769199	CG31954, Lip4, grass, CG8172, MP1, SPE, CG11843, CG33096, CG9372, Corin, ea, CG4572, CG11836, Sb, Jheh3, CG32260, Fur1, CG11670, ome	19	MF
GO:0008233	peptidase activity	37/655	184/5209	0.00214878311372014	0.0301522791763955	0.0267777046769199	CG31954, svr, grass, CG8172, MP1, SPE, CG11843, l(3)72Dp, CG10939, Usp15-31, und, Ance, CG9372, Psn, Corin, CG10280, ea, CG17636, CG8773, CG4572, CG32147, dysc, kuz, CG3097, Cp1, hh, CG11836, Usp7, Sb, CG32260, Fur1, CG11670, Kul, superdeath, ome, CG8560, Usp47	37	MF
GO:0009678	pyrophosphate hydrolysis-driven proton transmembrane transporter activity	6/655	13/5209	0.00303114724171263	0.0376728300041427	0.0334565725626627	Vha16-1, Vha55, VhaSFD, Vha68-2, VhaAC39-1, VhaPPA1-1	6	MF
GO:0042625	ATPase-coupled ion transmembrane transporter activity	6/655	13/5209	0.00303114724171263	0.0376728300041427	0.0334565725626627	Vha16-1, Vha55, VhaSFD, Vha68-2, VhaAC39-1, VhaPPA1-1	6	MF
GO:0044769	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	6/655	13/5209	0.00303114724171263	0.0376728300041427	0.0334565725626627	Vha16-1, Vha55, VhaSFD, Vha68-2, VhaAC39-1, VhaPPA1-1	6	MF
GO:0046961	proton-transporting ATPase activity, rotational mechanism	6/655	13/5209	0.00303114724171263	0.0376728300041427	0.0334565725626627	Vha16-1, Vha55, VhaSFD, Vha68-2, VhaAC39-1, VhaPPA1-1	6	MF
