FBgn0031359	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0261067	5.71431e-07	5.40395e-07	7.75572e-08	
FBgn0259918	3.50059e-11	3.01052e-09	1.99984e-08	
FBgn0039584	1.67614e-14	5.34451e-12	4.02453e-11	
FBgn0037376	6.3637e-05	1.96085e-05	1.18027e-06	
FBgn0037611	1.4869e-09	3.82549e-08	9.9496e-08	
FBgn0031307	9.66343e-07	8.43832e-07	9.3683e-08	
FBgn0037540	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0065108	2.95032e-09	2.56263e-08	1.59544e-08	
FBgn0039112	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0034707	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0031040	2.56621e-07	2.33669e-07	3.19159e-08	
FBgn0035293	1.53358e-13	5.97235e-11	5.45549e-10	
FBgn0031824	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0031530	4.25506e-06	6.84933e-07	2.8139e-08	
FBgn0031209	8.1242e-27	4.16447e-18	2.44971e-15	
FBgn0086359	1.23278e-06	8.67917e-07	8.47475e-08	
FBgn0037751	2.89073e-12	2.58628e-10	9.97646e-10	
FBgn0036318	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0260386	1.09001e-05	2.96946e-06	1.58991e-07	
FBgn0036518	7.54677e-07	6.67387e-07	7.80609e-08	
FBgn0030554	1.23278e-06	8.67917e-07	8.47475e-08	
FBgn0263118	4.99331e-10	1.46134e-10	1.03851e-11	
FBgn0264449	1.48795e-09	1.61221e-08	1.24168e-08	
FBgn0029762	1.7479e-11	3.25373e-10	4.88014e-10	
FBgn0032881	1.44253e-05	3.97325e-06	2.16469e-07	
FBgn0031500	6.57568e-06	3.96299e-07	1.55664e-08	
FBgn0001108	5.77003e-07	5.14057e-07	6.05484e-08	
FBgn0039732	2.47917e-07	2.1321e-07	2.65914e-08	
FBgn0031187	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0003312	6.3637e-05	1.96085e-05	1.18027e-06	
FBgn0015400	1.23278e-06	8.67917e-07	8.47475e-08	
FBgn0032234	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0264895	4.38528e-07	3.98641e-08	2.84292e-09	
FBgn0031414	1.35737e-09	8.54919e-09	4.08676e-09	
FBgn0036063	3.20036e-05	9.20085e-06	5.1695e-07	
FBgn0039925	2.47917e-07	2.1321e-07	2.65914e-08	
FBgn0029689	2.18483e-07	3.84211e-07	9.27671e-08	
FBgn0036203	1.65241e-17	7.15309e-14	3.9501e-12	
FBgn0020370	1.85486e-07	1.56336e-07	1.98022e-08	
FBgn0000395	1.5346e-10	4.40357e-09	3.36664e-09	
FBgn0033741	1.38237e-06	1.06575e-06	9.28318e-08	
FBgn0033657	1.62717e-10	1.01827e-09	5.46995e-10	
FBgn0004556	6.74557e-07	6.0445e-07	6.35291e-08	
FBgn0265190	1.23278e-06	8.67917e-07	8.47475e-08	
FBgn0085451	4.20382e-05	3.51781e-06	1.03437e-07	
FBgn0260857	1.5041e-06	4.22814e-07	3.27257e-08	
FBgn0004449	2.87508e-09	3.39074e-09	6.33683e-10	
FBgn0020887	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0024360	7.6392e-07	1.87468e-07	1.66805e-08	
FBgn0036940	1.48018e-11	3.80521e-10	4.34214e-10	
FBgn0036686	7.54677e-07	6.67387e-07	7.80609e-08	
FBgn0034835	6.29882e-11	3.88082e-09	1.85338e-08	
FBgn0262593	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0033738	3.72094e-07	5.43377e-07	9.42118e-08	
FBgn0037760	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0032727	2.16998e-10	3.80752e-09	4.4136e-09	
FBgn0024191	5.65945e-05	1.35621e-05	5.66942e-07	
FBgn0053517	9.05207e-10	9.68163e-09	3.82772e-09	
FBgn0085446	1.29007e-12	2.54978e-10	4.62948e-10	
FBgn0260985	3.20818e-06	2.58409e-06	2.80734e-07	
FBgn0032136	1.52937e-16	5.91635e-13	1.25327e-12	
FBgn0037315	1.23278e-06	8.67917e-07	8.47475e-08	
FBgn0035393	7.28306e-07	6.6493e-07	8.89656e-08	
FBgn0000547	2.51153e-08	7.1577e-08	1.75983e-08	
FBgn0000121	3.49563e-20	7.42906e-15	2.12379e-13	
FBgn0039084	5.8211e-29	2.573e-21	4.68039e-17	
FBgn0001297	3.99621e-05	2.52757e-06	6.3129e-08	
FBgn0039741	2.47917e-07	2.1321e-07	2.65914e-08	
FBgn0035101	5.77003e-07	5.14057e-07	6.05484e-08	
FBgn0010114	2.50751e-07	2.18685e-07	2.8006e-08	
FBgn0038035	7.2204e-09	1.90057e-08	5.38464e-09	
FBgn0040298	7.0085e-26	1.34525e-18	3.35325e-15	
FBgn0250851	1.11908e-06	1.50484e-06	3.7183e-07	
FBgn0000611	4.17571e-08	2.66629e-08	4.02884e-09	
FBgn0005777	9.84704e-07	7.54934e-07	8.00105e-08	
FBgn0031384	3.69189e-09	2.76248e-08	1.62442e-08	
FBgn0034271	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0037092	1.72313e-08	3.71225e-08	1.14185e-08	
FBgn0039688	5.65945e-05	1.35621e-05	5.66942e-07	
FBgn0004885	5.08727e-17	5.19286e-13	7.25094e-12	
FBgn0025833	2.38607e-09	2.27278e-08	1.60483e-08	
FBgn0038244	1.43414e-08	8.35267e-08	3.44711e-08	
FBgn0040104	3.00207e-12	7.45044e-10	7.4753e-09	
FBgn0027549	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0001186	9.87679e-07	1.97691e-07	1.33123e-08	
FBgn0032420	3.84501e-06	1.29859e-06	9.86682e-08	
FBgn0003082	6.23058e-08	1.62349e-07	4.03482e-08	
FBgn0032030	2.43503e-05	6.54963e-06	3.1169e-07	
FBgn0039326	5.24502e-10	1.67306e-08	6.18252e-08	
FBgn0004364	1.0775e-05	3.87511e-06	3.40057e-07	
FBgn0266557	8.76204e-12	4.78875e-10	7.25955e-10	
FBgn0023177	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0030245	7.54677e-07	6.67387e-07	7.80609e-08	
FBgn0259745	4.69252e-09	3.15719e-08	1.0878e-08	
FBgn0034788	3.74212e-07	7.44679e-08	3.52079e-09	
FBgn0035111	1.0661e-05	2.81074e-06	1.46783e-07	
FBgn0039450	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0031816	2.66338e-08	8.924e-08	2.65687e-08	
FBgn0000014	4.3847e-08	1.47541e-07	5.56802e-08	
FBgn0003174	1.83604e-06	3.7857e-07	2.08838e-08	
FBgn0016081	3.58162e-08	7.45332e-08	1.56841e-08	
FBgn0003116	2.43503e-05	6.54963e-06	3.1169e-07	
FBgn0250862	9.95532e-08	8.9036e-08	1.69186e-08	
FBgn0264307	1.09001e-05	2.96946e-06	1.58991e-07	
FBgn0038545	5.65945e-05	1.35621e-05	5.66942e-07	
FBgn0054015	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0034301	5.96607e-11	2.88434e-09	1.77897e-09	
FBgn0002940	6.25838e-18	1.64925e-13	3.21784e-12	
FBgn0031829	6.6722e-08	1.58734e-07	4.07318e-08	
FBgn0038394	1.17979e-10	5.55032e-09	8.99333e-09	
FBgn0003410	4.11425e-05	8.02188e-06	3.87095e-07	
FBgn0002772	5.20863e-05	7.39787e-06	2.1587e-07	
FBgn0034641	1.0661e-05	2.81074e-06	1.46783e-07	
FBgn0028996	1.4679e-07	6.38515e-08	6.86644e-09	
FBgn0037050	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0032850	1.23278e-06	8.67917e-07	8.47475e-08	
FBgn0039049	6.7794e-05	3.10779e-05	3.42602e-06	
FBgn0010452	3.45246e-12	3.98654e-11	2.4363e-11	
FBgn0036193	3.85993e-13	1.04004e-10	3.31707e-10	
FBgn0004367	1.0661e-05	2.81074e-06	1.46783e-07	
FBgn0019650	1.40173e-06	2.94402e-07	1.86728e-08	
FBgn0052029	2.14566e-07	3.86452e-08	1.90422e-09	
FBgn0032940	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0053909	4.82356e-50	5.82162e-31	2.8688e-22	
FBgn0039491	5.71431e-07	5.40395e-07	7.75572e-08	
FBgn0002531	3.05307e-10	3.0781e-09	1.70833e-09	
FBgn0033460	1.91998e-08	5.51678e-08	1.3698e-08	
FBgn0261362	1.53786e-15	2.0047e-12	1.8607e-11	
FBgn0031700	2.56621e-07	2.33669e-07	3.19159e-08	
FBgn0034232	3.20036e-05	9.20085e-06	5.1695e-07	
FBgn0032398	9.80407e-07	2.35475e-07	1.8949e-08	
FBgn0037816	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0036839	5.2248e-10	1.44796e-09	2.50495e-10	
FBgn0034763	1.09001e-05	2.96946e-06	1.58991e-07	
FBgn0017482	1.23278e-06	8.67917e-07	8.47475e-08	
FBgn0001321	1.31367e-06	1.25591e-06	1.53552e-07	
FBgn0052000	2.06667e-07	2.00859e-08	1.77324e-09	
FBgn0031738	1.95431e-09	6.35634e-09	1.0256e-09	
FBgn0039879	5.51456e-11	2.2492e-09	6.00087e-09	
FBgn0023517	5.2224e-06	3.62554e-06	3.36733e-07	
FBgn0025679	1.0661e-05	2.81074e-06	1.46783e-07	
FBgn0039302	6.61298e-09	1.39128e-08	3.80634e-09	
FBgn0030309	1.22442e-05	3.55716e-06	1.65771e-07	
FBgn0040285	1.3418e-08	3.8994e-08	1.10649e-08	
FBgn0038890	3.17933e-09	3.29883e-08	1.81929e-08	
FBgn0035854	1.88479e-07	1.61002e-07	1.99988e-08	
FBgn0025825	4.17419e-06	1.75996e-06	1.03753e-07	
FBgn0034085	5.51456e-11	2.2492e-09	6.00087e-09	
FBgn0032083	2.43503e-05	6.54963e-06	3.1169e-07	
FBgn0034488	2.9652e-07	5.81558e-08	5.35303e-09	
FBgn0015324	5.65945e-05	1.35621e-05	5.66942e-07	
FBgn0038405	4.67014e-07	1.19853e-07	1.35149e-08	
FBgn0031454	1.09001e-05	2.96946e-06	1.58991e-07	
FBgn0037206	3.67119e-08	2.66251e-07	2.5663e-07	
FBgn0021767	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0036449	2.65288e-10	1.18855e-09	2.94986e-10	
FBgn0052528	1.0661e-05	2.81074e-06	1.46783e-07	
FBgn0032857	1.22442e-05	3.55716e-06	1.65771e-07	
FBgn0035987	5.65945e-05	1.35621e-05	5.66942e-07	
FBgn0036687	6.3637e-05	1.96085e-05	1.18027e-06	
FBgn0030007	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0025390	1.76001e-16	3.17661e-12	5.94575e-11	
FBgn0033668	2.95563e-06	2.46779e-06	2.58907e-07	
FBgn0032801	4.77744e-08	2.48558e-07	1.80625e-07	
FBgn0039838	8.83802e-09	3.43884e-08	1.50296e-08	
FBgn0086451	5.14619e-09	5.19841e-08	3.36561e-08	
FBgn0039742	7.6392e-07	1.87468e-07	1.66805e-08	
FBgn0002945	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0029888	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0033203	2.44299e-08	2.34159e-08	2.06746e-09	
FBgn0262728	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0262477	1.0661e-05	2.81074e-06	1.46783e-07	
FBgn0037680	5.65945e-05	1.35621e-05	5.66942e-07	
FBgn0052183	1.18062e-10	2.0388e-09	1.72571e-09	
FBgn0030590	1.10247e-13	4.94307e-11	1.41134e-10	
FBgn0261575	9.25757e-09	1.57662e-08	3.74105e-09	
FBgn0024986	1.44253e-05	3.97325e-06	2.16469e-07	
FBgn0037671	2.43503e-05	6.54963e-06	3.1169e-07	
FBgn0032781	1.28792e-06	9.80111e-07	1.03152e-07	
FBgn0038016	2.08755e-07	6.49227e-08	4.77441e-09	
FBgn0038531	1.13208e-06	1.15314e-06	1.73847e-07	
FBgn0039227	5.7638e-12	5.4963e-10	8.30087e-10	
FBgn0030433	1.44253e-05	3.97325e-06	2.16469e-07	
FBgn0030026	4.34703e-08	3.20332e-08	2.38542e-09	
FBgn0033405	2.66524e-08	9.07414e-08	3.4898e-08	
FBgn0030894	1.09001e-05	2.96946e-06	1.58991e-07	
FBgn0001180	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0035335	2.43503e-05	6.54963e-06	3.1169e-07	
FBgn0037370	6.3637e-05	1.96085e-05	1.18027e-06	
FBgn0040153	1.09001e-05	2.96946e-06	1.58991e-07	
FBgn0034730	9.47598e-11	2.93242e-09	4.55059e-09	
FBgn0025697	3.07583e-14	5.16844e-12	2.32539e-11	
FBgn0032120	4.06884e-08	1.20126e-07	3.48584e-08	
FBgn0015372	2.43503e-05	6.54963e-06	3.1169e-07	
FBgn0039402	5.09916e-07	4.89746e-07	5.78533e-08	
FBgn0051694	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0260960	6.74557e-07	6.0445e-07	6.35291e-08	
FBgn0011289	5.65945e-05	1.35621e-05	5.66942e-07	
FBgn0038195	1.28792e-06	9.80111e-07	1.03152e-07	
FBgn0011774	5.65945e-05	1.35621e-05	5.66942e-07	
FBgn0040232	1.86306e-07	4.90821e-07	9.33644e-08	
FBgn0263397	3.65091e-08	1.10548e-07	3.05337e-08	
FBgn0036975	3.18063e-05	9.65058e-07	1.93397e-08	
FBgn0001104	1.23278e-06	8.67917e-07	8.47475e-08	
FBgn0010044	2.3536e-10	6.37551e-09	8.79009e-09	
FBgn0035521	7.80742e-07	7.2667e-07	8.60847e-08	
FBgn0263934	4.25426e-07	7.99251e-07	3.1317e-07	
FBgn0050011	1.28792e-06	9.80111e-07	1.03152e-07	
FBgn0010482	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0028579	2.43503e-05	6.54963e-06	3.1169e-07	
FBgn0015513	1.80355e-07	5.08422e-07	1.27918e-07	
FBgn0052137	2.62736e-08	9.0296e-08	2.98581e-08	
FBgn0004908	2.13509e-05	1.55973e-06	5.27226e-08	
FBgn0004859	2.13509e-05	1.55973e-06	5.27226e-08	
FBgn0032231	6.3637e-05	1.96085e-05	1.18027e-06	
FBgn0013672	7.28306e-07	6.6493e-07	8.89656e-08	
FBgn0030778	2.58975e-10	2.66554e-09	2.46601e-09	
FBgn0038834	3.19069e-16	2.73603e-12	2.07865e-10	
FBgn0024196	1.31791e-06	1.19786e-06	1.41773e-07	
FBgn0003275	7.10303e-11	3.81772e-09	8.07111e-09	
FBgn0037071	4.11994e-07	4.60087e-07	8.60021e-08	
FBgn0061492	3.20036e-05	9.20085e-06	5.1695e-07	
FBgn0032719	5.65945e-05	1.35621e-05	5.66942e-07	
FBgn0052547	4.29001e-08	6.65352e-08	1.05625e-08	
FBgn0053337	2.56579e-12	4.61274e-10	3.77953e-09	
FBgn0035592	5.72661e-32	2.80942e-20	1.84627e-14	
FBgn0004107	2.43503e-05	6.54963e-06	3.1169e-07	
FBgn0020617	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0030559	5.05017e-12	1.70508e-10	2.33306e-10	
FBgn0036918	1.0661e-05	2.81074e-06	1.46783e-07	
FBgn0035524	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0034945	5.56318e-19	2.85242e-14	2.30302e-12	
FBgn0037884	2.09866e-09	1.76714e-08	1.14513e-08	
FBgn0062442	1.85486e-07	1.56336e-07	1.98022e-08	
FBgn0014903	2.52085e-06	2.66669e-06	4.22201e-07	
FBgn0035199	6.39698e-13	2.32285e-11	7.88722e-12	
FBgn0033059	1.58094e-09	1.12251e-08	6.61824e-09	
FBgn0033302	2.14492e-11	5.35425e-10	7.44295e-10	
FBgn0026411	4.25506e-06	6.84933e-07	2.8139e-08	
FBgn0066304	2.99236e-08	9.34649e-08	2.94836e-08	
FBgn0034976	1.19589e-09	1.04202e-08	6.66508e-09	
FBgn0035923	5.5684e-07	5.12164e-07	7.02971e-08	
FBgn0027082	5.5684e-07	5.12164e-07	7.02971e-08	
FBgn0033313	1.70417e-12	4.95094e-11	3.06556e-11	
FBgn0260753	2.98022e-14	1.25256e-12	2.9105e-12	
FBgn0033971	1.10797e-10	1.14013e-08	6.799e-08	
FBgn0015777	2.34437e-08	7.03652e-08	2.06969e-08	
FBgn0033183	2.51153e-08	7.1577e-08	1.75983e-08	
FBgn0030228	3.50174e-08	2.76927e-08	5.46516e-09	
FBgn0032042	1.90667e-07	1.25852e-07	1.5038e-08	
FBgn0023388	3.79088e-10	6.47616e-09	3.44211e-09	
FBgn0032486	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0031877	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0033062	3.20036e-05	9.20085e-06	5.1695e-07	
FBgn0040294	8.40746e-20	2.35903e-14	9.06062e-13	
FBgn0032248	3.25906e-09	8.72911e-09	2.51332e-09	
FBgn0032643	3.99621e-05	2.52757e-06	6.3129e-08	
FBgn0026441	2.43503e-05	6.54963e-06	3.1169e-07	
FBgn0024814	1.09001e-05	2.96946e-06	1.58991e-07	
FBgn0261262	1.93035e-06	5.31089e-07	3.71764e-08	
FBgn0031356	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0011591	9.08661e-08	2.01815e-07	4.7522e-08	
FBgn0004574	2.43503e-05	6.54963e-06	3.1169e-07	
FBgn0025687	2.95303e-10	9.40662e-09	1.00699e-08	
FBgn0032363	1.28792e-06	9.80111e-07	1.03152e-07	
FBgn0053513	5.07263e-17	1.25444e-13	1.66382e-12	
FBgn0003091	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0259822	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0040206	2.35867e-09	1.1098e-08	2.03611e-09	
FBgn0033075	5.58805e-10	6.16881e-10	1.1865e-10	
FBgn0020912	1.031e-06	3.90313e-07	2.96165e-08	
FBgn0036059	1.28792e-06	9.80111e-07	1.03152e-07	
FBgn0032031	1.32406e-08	1.23011e-07	1.72508e-07	
FBgn0035734	6.72814e-10	2.75847e-08	5.5943e-08	
FBgn0037408	3.77613e-09	3.04526e-09	4.10517e-10	
FBgn0263109	1.44253e-05	3.97325e-06	2.16469e-07	
FBgn0039875	1.68076e-08	3.723e-08	5.11211e-09	
FBgn0265351	9.66343e-07	8.43832e-07	9.3683e-08	
FBgn0014032	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0034753	1.10013e-09	5.61998e-09	1.5438e-09	
FBgn0250815	3.28603e-13	1.06045e-10	4.35666e-10	
FBgn0016726	2.42718e-05	6.86701e-06	3.86123e-07	
FBgn0013765	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0039827	5.77003e-07	5.14057e-07	6.05484e-08	
FBgn0037332	7.28306e-07	6.6493e-07	8.89656e-08	
FBgn0005596	2.50751e-07	2.18685e-07	2.8006e-08	
FBgn0030528	2.84671e-08	2.09857e-07	2.06782e-07	
FBgn0037312	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0033247	5.20863e-05	7.39787e-06	2.1587e-07	
FBgn0036121	5.71431e-07	5.40395e-07	7.75572e-08	
FBgn0030734	7.54677e-07	6.67387e-07	7.80609e-08	
FBgn0035936	2.73622e-07	3.26753e-07	7.68113e-08	
FBgn0260005	3.66473e-11	7.95766e-10	6.16068e-10	
FBgn0085397	1.94866e-12	5.31348e-10	6.12629e-09	
FBgn0035469	3.20036e-05	9.20085e-06	5.1695e-07	
FBgn0005666	7.05166e-15	4.55367e-12	1.58579e-11	
FBgn0259713	3.71045e-08	3.67076e-07	5.94541e-07	
FBgn0265045	1.48738e-18	6.50384e-15	2.41046e-13	
FBgn0010246	3.14776e-08	2.66099e-08	3.37508e-09	
FBgn0010197	4.70986e-08	1.31541e-07	3.67434e-08	
FBgn0034083	1.031e-06	3.90313e-07	2.96165e-08	
FBgn0031726	8.12176e-14	1.40012e-11	1.87613e-11	
FBgn0032513	1.05736e-05	3.0399e-06	1.37102e-07	
FBgn0041105	2.98468e-08	9.84692e-08	3.71436e-08	
FBgn0026404	1.89617e-16	8.05135e-13	2.60678e-12	
FBgn0024912	3.32388e-06	3.57353e-06	5.66287e-07	
FBgn0024182	9.84704e-07	7.54934e-07	8.00105e-08	
FBgn0037796	3.20036e-05	9.20085e-06	5.1695e-07	
FBgn0031549	3.9934e-07	5.04285e-07	1.07887e-07	
FBgn0031534	3.20036e-05	9.20085e-06	5.1695e-07	
FBgn0051719	1.07661e-07	3.56656e-08	3.05987e-09	
FBgn0038235	6.3637e-05	1.96085e-05	1.18027e-06	
FBgn0011653	2.1601e-07	6.42389e-08	8.24827e-09	
FBgn0259143	1.0775e-05	3.87511e-06	3.40057e-07	
FBgn0040337	1.28792e-06	9.80111e-07	1.03152e-07	
FBgn0028554	1.80733e-07	1.62211e-07	2.41485e-08	
FBgn0030151	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0020236	1.0661e-05	2.81074e-06	1.46783e-07	
FBgn0030789	6.70742e-06	4.08943e-07	1.59547e-08	
FBgn0037537	3.92051e-16	7.72829e-13	2.75316e-12	
FBgn0010433	1.06829e-06	2.54654e-07	1.00265e-08	
FBgn0036337	8.60824e-06	5.13667e-07	1.90684e-08	
FBgn0035917	7.53459e-07	7.23994e-07	1.03671e-07	
FBgn0266599	8.13606e-21	4.56486e-16	3.79091e-14	
FBgn0035295	1.16819e-10	7.60759e-09	4.02972e-08	
FBgn0014011	1.48189e-08	2.36362e-07	3.45508e-07	
FBgn0032129	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0020907	1.55118e-07	1.07136e-07	1.30028e-08	
FBgn0039378	7.41154e-15	1.74691e-11	3.07143e-10	
FBgn0036031	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0010408	1.0661e-05	2.81074e-06	1.46783e-07	
FBgn0003386	6.57568e-06	3.96299e-07	1.55664e-08	
FBgn0039638	8.26457e-09	3.06429e-08	1.26014e-08	
FBgn0040078	1.0661e-05	2.81074e-06	1.46783e-07	
FBgn0030959	1.58191e-08	6.85876e-08	3.86659e-08	
FBgn0036900	1.43955e-12	3.6293e-10	3.57782e-09	
FBgn0030653	6.3637e-05	1.96085e-05	1.18027e-06	
FBgn0035113	1.48187e-19	5.18494e-15	1.43477e-13	
FBgn0264089	3.03463e-10	1.07107e-09	2.04805e-10	
FBgn0027338	4.89188e-13	6.16219e-11	8.50304e-11	
FBgn0085419	2.43453e-08	2.68524e-08	4.1478e-09	
FBgn0259175	3.17306e-07	2.63468e-07	3.17292e-08	
FBgn0027101	1.40546e-10	5.64548e-09	3.59348e-09	
FBgn0039008	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0034168	2.949e-09	5.59342e-08	1.12439e-07	
FBgn0010747	5.89947e-07	5.43085e-07	6.32271e-08	
FBgn0265605	1.54258e-05	9.1733e-07	2.88541e-08	
FBgn0033538	3.31625e-05	9.23485e-06	4.29256e-07	
FBgn0030854	1.30411e-07	1.4968e-07	3.04409e-08	
FBgn0039219	1.86586e-06	4.28576e-07	1.90138e-08	
FBgn0040503	7.55985e-10	1.14271e-08	6.83535e-09	
FBgn0026428	1.14052e-33	1.01877e-22	1.33807e-16	
FBgn0034308	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0010323	1.29828e-05	3.93286e-06	2.6105e-07	
FBgn0267486	6.69774e-11	2.05038e-09	2.48985e-09	
FBgn0263601	9.38567e-19	9.04846e-15	6.2408e-13	
FBgn0032883	2.90871e-09	6.142e-09	1.37451e-09	
FBgn0001225	1.00418e-08	9.17802e-08	1.28491e-07	
FBgn0259164	1.26541e-09	1.85058e-09	2.09363e-10	
FBgn0086676	2.24912e-06	1.75916e-06	1.87343e-07	
FBgn0019982	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0005619	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0020391	1.31291e-09	1.11915e-08	7.41476e-09	
FBgn0051040	3.17306e-07	2.63468e-07	3.17292e-08	
FBgn0023081	1.17499e-12	1.93677e-10	5.99796e-10	
FBgn0050463	3.20818e-06	2.58409e-06	2.80734e-07	
FBgn0027885	2.42718e-05	6.86701e-06	3.86123e-07	
FBgn0031188	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0029813	1.59424e-11	4.36836e-10	6.61525e-10	
FBgn0037275	1.0661e-05	2.81074e-06	1.46783e-07	
FBgn0027066	2.43503e-05	6.54963e-06	3.1169e-07	
FBgn0052590	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0000037	3.08358e-08	4.51839e-08	1.84585e-08	
FBgn0037297	5.70723e-08	1.51966e-07	4.13192e-08	
FBgn0052195	2.84671e-08	2.09857e-07	2.06782e-07	
FBgn0051720	2.05042e-13	7.29969e-12	2.42251e-12	
FBgn0033194	3.03955e-08	3.8349e-08	5.74269e-09	
FBgn0027950	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0010328	6.74557e-07	6.0445e-07	6.35291e-08	
FBgn0030806	1.39437e-05	3.64911e-06	1.85764e-07	
FBgn0021818	6.74557e-07	6.0445e-07	6.35291e-08	
FBgn0023143	7.88099e-06	1.71923e-06	6.89464e-08	
FBgn0037186	3.31625e-05	9.23485e-06	4.29256e-07	
