#FamilyID	Pmon<0>	Pchi<1>	<2>	Pvan<3>	Hame<4>	Pcla<5>	Ptri<6>	Esin<7>	<8>	Pjap<9>	<10>	<11>	<12>	<13>	<14>	
FBgn0040294	0.00688852	0.777984	0.634939	0.286789	0.459151	0.00185441	0.78738	0.78738	0.759514	0.861183	0.360852	0.0458905	0.475147	0.803305	N/A
FBgn0053513	0.289069	0.289069	0.00339761	0.227849	0.732003	0.306956	0.241013	0.391431	0.380902	0.122712	0.846953	0.712177	0.758026	0.803305	N/A
FBgn0265045	1.99096e-06	0.289069	0.57587	0.723564	0.173632	0.440495	0.450425	0.23238	0.670389	0.458891	0.785809	0.616138	0.67529	0.732106	N/A
FBgn0266599	0.760846	0.0859942	0.621502	1.23235e-06	0.879301	0.641734	0.78738	0.450425	0.742004	0.122712	0.785809	0.616138	0.0839161	0.732106	N/A
FBgn0039378	0.0316865	0.0913971	0.520817	0.578732	0.00763864	0.139392	0.356376	0.73509	0.554056	0.620822	0.695951	0.801351	0.538951	0.646412	N/A
FBgn0035113	0.82552	0.82552	0.681311	0.852357	0.921412	0.764389	0.0964531	0.0013847	0.523392	0.01846	0.868144	0.454196	0.131951	0.831044	N/A
FBgn0026428	0.561606	0.561606	0.520817	0.0407744	0.733172	0.733172	0.00228294	5.75255e-12	0.554056	0.620822	0.295733	0.018101	0.538951	0.646412	N/A
FBgn0263601	0.653623	0.00751405	0.558666	3.18899e-06	0.818851	0.493892	0.356376	0.73509	0.637877	0.39179	0.695951	0.801351	0.307127	0.646412	N/A
FBgn0030647	0.561606	3.30526e-08	0.520817	0.578732	0.749757	2.06466e-06	0.356376	0.73509	0.554056	0.177062	0.00259454	0.256685	0.139273	0.732106	N/A
FBgn0035737	0.0215742	0.471865	0.647587	0.824245	0.5	0.5	0.648956	0.0789173	0.206647	0.861183	0.172945	0.712787	0.00167828	0.220235	N/A
FBgn0040726	0.0353076	0.688019	0.031522	0.284964	0.818851	0.139392	0.10933	0.450425	0.637877	0.752833	0.695951	0.236544	0.307127	0.646412	N/A
FBgn0259958	0.233532	0.653623	0.558666	0.00269289	0.36627	0.857744	0.450425	0.23238	0.637877	0.0331169	0.748883	0.844254	0.623846	0.694715	N/A
FBgn0035617	0.021102	0.00751405	0.558666	0.284964	0.641734	0.173632	0.10933	0.0523198	0.637877	0.0748886	0.785809	0.616138	0.890723	0.732106	N/A
FBgn0051997	0.168353	0.612072	0.540343	9.64886e-06	0.818851	0.818851	0.356376	0.159682	0.59951	0.699796	0.695951	0.801351	0.843379	0.646412	N/A
FBgn0000464	0.298108	0.155304	0.670726	0.575208	0.593225	0.0417608	0.0218417	0.0360546	0.799471	0.884415	0.522223	0.798131	0.523589	0.87026	N/A
FBgn0000046	0.0668699	0.704431	0.798828	0.911665	0.932131	0.796589	0.0397948	0.859666	0.21393	0.791814	0.888034	0.0249812	0.000767359	0.277116	N/A
FBgn0266450	0.000119378	0.00934641	0.725998	0.461022	0.92552	0.776745	0.707519	0.266957	0.101523	0.0479251	0.662104	0.923687	0.318913	0.605216	N/A
FBgn0262619	0.00751405	3.70312e-10	0.558666	0.284964	0.733172	0.733172	0.648956	0.648956	0.637877	0.187799	0.617937	0.712787	0.0447024	0.583307	N/A
FBgn0000289	0.740637	0.0298575	0.60722	0.776481	0.5	0.5	0.0168632	0.450425	0.721703	0.331137	0.00308007	0.844254	0.0857394	0.694715	N/A
FBgn0023479	0.411447	0.000377663	0.733527	0.0112286	0.950126	5.17563e-05	0.0546218	0.871737	0.365071	0.427756	0.0343073	0.000871021	0.847014	0.883875	N/A
FBgn0028645	0.168353	0.0634201	0.540343	0.2096	0.262892	0.493892	0.73509	0.0238311	0.59951	0.0372521	0.695951	0.801351	0.843379	0.646412	N/A
FBgn0033750	0.0913971	0.561606	0.520817	0.116413	0.818851	0.493892	0.00694745	2.14703e-07	0.554056	0.0635043	0.695951	0.236544	0.538951	0.646412	N/A
FBgn0033729	0.398045	0.0412851	0.725998	0.00216885	0.818851	0.139392	0.5	0.5	0.351023	0.556629	0.695951	0.0572462	2.827e-05	0.0258648	N/A
FBgn0034299	8.16344e-06	0.561606	0.520817	0.578732	0.124956	0.733172	0.648956	0.648956	0.554056	0.620822	0.617937	0.712787	0.765422	0.583307	N/A
FBgn0035769	0.153781	0.00174841	0.592031	3.2896e-08	0.36627	0.857744	0.23238	0.450425	0.109512	0.0554813	0.748883	0.844254	0.417781	0.694715	N/A
FBgn0264695	0.688536	0.688536	0.471604	0.000129868	0.796589	0.548908	0.888697	0.337077	0.472438	0.928398	0.689302	0.188343	0.00396521	0.293402	N/A
FBgn0028422	0.000128294	0.561606	0.520817	0.116413	0.0692448	0.818851	0.23238	0.450425	0.554056	0.620822	0.695951	0.236544	0.538951	0.646412	N/A
FBgn0000286	0.00206945	1.44526e-06	0.634939	0.0299995	0.36627	0.220487	0.294715	0.516785	0.183963	0.218257	0.452279	0.868478	0.0839161	0.732106	N/A
FBgn0030947	0.0945916	0.00751405	0.558666	0.686543	0.331603	0.733172	0.0523198	0.0029452	0.637877	0.39179	0.295733	0.236544	0.307127	0.646412	N/A
FBgn0036878	1.57439e-07	0.496031	0.6595	0.835155	0.223705	0.680931	0.0523198	0.78738	0.22823	0.631723	0.812337	0.310557	0.0731375	0.761397	N/A
FBgn0036680	0.000800287	0.155304	0.670726	0.208766	0.0337895	0.301985	0.843517	0.565631	0.505495	0.0890618	0.420895	0.115445	0.246903	0.831044	N/A
FBgn0052669	0.0316865	0.0913971	0.520817	0.578732	0.000744267	0.139392	0.159682	0.0238311	0.554056	0.177062	0.695951	0.801351	0.538951	0.646412	N/A
FBgn0034731	0.0316865	0.0913971	0.520817	0.116413	0.5	0.5	0.216866	0.648956	0.554056	0.177062	0.172945	0.712787	0.765422	0.583307	N/A
FBgn0083949	0.612072	2.79506e-06	0.540343	0.639387	0.857744	0.0595086	0.356376	0.73509	0.59951	0.699796	0.748883	0.556461	0.873976	0.694715	N/A
FBgn0050342	0.561606	0.561606	0.520817	0.578732	0.0284099	1.09557e-18	0.648956	0.648956	0.554056	0.177062	0.0716453	0.192687	0.265972	0.694715	N/A
FBgn0034997	5.04212e-05	0.171467	0.681311	0.379455	0.389509	0.536756	0.602966	0.859666	0.268164	0.322972	0.577029	0.712177	0.0889175	0.803305	N/A
FBgn0050172	0.181397	0.00023838	0.60722	0.0156435	0.493892	0.818851	0.5	0.5	0.721703	0.835017	0.695951	0.0572462	0.0127452	0.646412	N/A
FBgn0033602	0.496031	0.277516	0.6595	0.0235223	0.764389	0.370502	0.0264269	0.347255	0.145487	0.000393288	0.868144	0.115445	0.246903	0.831044	N/A
FBgn0035023	0.143127	0.422746	0.819723	0.616731	0.140545	0.764389	0.565631	0.843517	0.529443	0.185772	0.645571	0.0386783	1.58494e-06	0.0472757	N/A
FBgn0039169	0.352685	0.00516321	0.700723	0.000190925	0.36627	0.220487	0.648956	0.648956	0.304031	0.693788	0.748883	0.192687	0.000479055	0.360619	N/A
FBgn0011704	0.612072	0.168353	0.540343	0.00512753	0.0598218	5.95342e-10	0.648956	0.648956	0.59951	0.699796	0.183234	0.192687	0.873976	0.694715	N/A
FBgn0043457	0.233532	0.653623	0.558666	0.00269289	0.5	0.5	0.73509	0.00641675	0.637877	0.187799	0.0134933	0.801351	0.307127	0.646412	N/A
FBgn0035871	0.561606	0.561606	0.520817	4.65896e-14	0.733172	0.733172	0.648956	0.648956	0.554056	0.620822	0.617937	0.712787	0.765422	0.583307	N/A
FBgn0052432	0.124797	0.000849516	0.57587	0.000113796	0.173632	0.879301	0.216866	0.648956	0.082819	0.39179	0.183234	0.192687	0.623846	0.694715	N/A
FBgn0086519	0.0333568	0.00232092	0.670726	0.000377629	0.288451	0.173632	0.450425	0.23238	0.100408	0.0538594	0.785809	0.616138	0.0731375	0.411968	N/A
FBgn0028987	0.561606	0.0913971	0.520817	0.000274851	0.331603	0.124956	0.216866	0.648956	0.554056	0.177062	0.617937	0.712787	0.765422	0.583307	N/A
FBgn0039321	0.0913971	0.561606	0.520817	0.00334766	0.124956	0.331603	0.216866	0.648956	0.554056	0.177062	0.617937	0.712787	0.765422	0.583307	N/A
FBgn0011296	0.694116	0.0012278	0.108457	0.000371621	0.910644	0.427303	0.565631	0.843517	0.665883	0.00273073	0.603905	0.215399	5.83143e-05	0.0334733	N/A
FBgn0034204	0.612072	0.0634201	0.540343	0.00512753	0.493892	0.0692448	0.0238311	0.73509	0.59951	0.699796	0.695951	0.801351	0.843379	0.646412	N/A
FBgn0087002	0.0634201	0.00288682	0.540343	0.639387	0.0336736	0.733172	0.648956	0.648956	0.0277149	0.177062	0.617937	0.712787	0.765422	0.583307	N/A
FBgn0262869	0.00131478	0.00751405	0.558666	0.284964	0.893197	0.495084	0.843517	0.843517	0.261063	0.114745	0.812337	0.884041	0.902795	0.761397	N/A
FBgn0003277	0.0137552	0.124797	0.57587	0.159234	0.459151	0.000267748	0.565631	0.843517	0.670389	0.0554813	0.096227	0.688377	0.580189	0.784633	N/A
FBgn0038837	0.0514341	1.10016e-05	0.740656	0.00161479	0.209451	0.724851	0.0972029	0.168925	0.612501	0.348957	0.273323	0.954971	0.0723374	0.333489	N/A
FBgn0053196	0.0194964	0.13786	0.816616	0.0919003	0.0456204	0.000368627	3.72701e-09	1.68665e-06	0.52327	0.23545	0.334992	0.727559	0.475291	0.642105	N/A
FBgn0053512	0.760846	0.0859942	0.621502	1.23235e-06	0.596542	0.459151	0.0429847	0.00023409	0.742004	0.122712	0.858696	0.14446	0.924224	0.818506	N/A
FBgn0035253	4.53328e-06	0.000815389	0.60722	0.776481	0.0284099	0.0155288	0.0109717	0.201384	0.721703	0.835017	0.812337	0.884041	0.395114	0.761397	N/A
FBgn0003175	0.612072	0.612072	0.540343	9.20351e-07	0.818851	0.818851	0.73509	0.356376	0.59951	0.699796	0.695951	0.801351	0.843379	0.646412	N/A
FBgn0025874	0.875051	0.000767251	0.415565	0.00561426	0.339957	0.00010258	0.30129	0.0501079	0.867819	0.486891	0.101139	0.519493	0.253724	0.581478	N/A
FBgn0265296	1.01644e-06	0.740637	0.0523629	0.0348075	0.103598	0.288451	0.450425	0.78738	0.698057	0.815715	0.785809	0.616138	0.49137	0.732106	N/A
FBgn0267326	0.000238789	0.00688852	0.634939	0.50621	0.262892	0.139392	0.73509	0.73509	0.759514	0.00425128	0.385252	0.556461	0.0448499	0.360619	N/A
FBgn0040107	0.5	0.5	0.0311144	0.00334766	0.5	0.5	0.648956	0.216866	0.554056	0.177062	0.172945	0.712787	0.765422	0.583307	N/A
FBgn0026056	0.0913971	0.561606	0.520817	0.578732	0.733172	0.733172	0.0523198	2.14703e-07	0.554056	0.620822	0.617937	0.0275866	0.765422	0.583307	N/A
FBgn0037950	0.187143	0.335616	0.691296	0.245353	0.0167815	0.417228	0.00152301	0.0153789	0.187289	0.0775257	0.904275	0.578355	0.947187	0.879831	N/A
FBgn0016075	0.00284501	0.289069	0.57587	0.723564	0.749757	0.010761	0.78738	0.450425	0.670389	0.458891	0.096227	0.153899	0.580189	0.784633	N/A
FBgn0050045	0.00268645	0.62925	0.000613519	6.8678e-06	0.247413	0.749757	0.602966	0.602966	0.645816	0.00165151	0.626414	0.242835	0.000555366	0.222429	N/A
FBgn0035287	0.893679	0.245576	0.790477	0.732741	0.834498	0.728464	0.0073617	0.0119974	0.472438	0.928398	0.743276	0.827113	0.0889802	0.693724	N/A
FBgn0030617	0.0119832	0.413393	0.621502	0.4757	0.857744	0.220487	0.820866	0.820866	0.742004	0.0135619	0.452279	0.868478	0.0839161	0.732106	N/A
FBgn0261671	0.612072	0.168353	0.540343	9.851e-05	0.124956	0.733172	0.648956	0.648956	0.59951	0.30164	0.617937	0.712787	0.14189	0.583307	N/A
FBgn0267001	0.233532	0.00131478	0.558666	0.686543	0.493892	0.262892	0.159682	0.356376	0.637877	0.752833	0.695951	0.801351	0.307127	0.646412	N/A
FBgn0020640	0.233532	0.021102	0.558666	0.284964	0.0692448	0.818851	0.5	0.5	0.637877	0.00928441	0.695951	0.0572462	0.307127	0.646412	N/A
FBgn0261793	0.124797	0.0137552	0.57587	0.723564	0.284119	1.8585e-09	0.0267439	0.487918	0.306321	0.289409	0.0135456	0.312705	0.0479884	0.373783	N/A
FBgn0036768	0.0913971	0.561606	0.000730251	0.121412	0.584705	0.119927	0.0238311	0.73509	0.637877	0.752833	0.748883	0.556461	0.623846	0.694715	N/A
FBgn0025712	0.561606	0.561606	0.520817	0.578732	0.733172	0.733172	0.0523198	5.66798e-06	0.554056	0.620822	0.617937	0.0275866	0.765422	0.583307	N/A
FBgn0013770	0.124797	0.688019	0.57587	0.723564	0.818439	2.27448e-07	0.450425	0.450425	0.670389	0.789523	0.000251805	0.0219066	0.265331	0.271459	N/A
FBgn0032295	0.0025095	0.00640902	0.709626	0.278354	0.340819	0.459151	0.843517	0.843517	0.833752	0.0775257	0.858696	0.215399	0.0432125	0.546124	N/A
FBgn0042098	0.383829	0.133052	0.15038	0.000576664	0.306956	0.0613029	0.139164	0.0397948	0.833752	0.124288	0.603905	0.426219	0.0432125	0.546124	N/A
FBgn0004649	0.124797	0.000849516	0.57587	0.000113796	0.818851	0.818851	0.356376	0.159682	0.082819	0.39179	0.695951	0.801351	0.307127	0.646412	N/A
FBgn0038309	0.653623	0.653623	0.558666	0.686543	0.144376	1.87395e-07	0.73509	0.73509	0.637877	0.39179	0.23623	0.256685	0.890723	0.732106	N/A
FBgn0032454	0.5	0.5	0.000256438	0.639387	0.493892	0.000226106	0.5	0.5	0.59951	0.127772	0.695951	0.0572462	0.843379	0.646412	N/A
FBgn0036617	0.688019	0.0137552	0.139572	3.2896e-08	0.139392	0.818851	0.648956	0.216866	0.698057	0.815715	0.695951	0.463639	0.0338473	0.646412	N/A
FBgn0035511	0.0353076	0.0137552	0.57587	0.346555	0.262892	0.139392	0.648956	0.216866	0.670389	0.00283448	0.695951	0.463639	0.0864621	0.646412	N/A
FBgn0261363	0.352685	0.111977	0.0336531	0.00735594	0.937257	0.811953	0.263838	0.0890509	0.268164	0.0231193	0.897124	0.444085	0.523589	0.87026	N/A
FBgn0261451	0.805183	0.0123419	0.264243	0.000377629	0.276013	0.618923	0.0135526	0.00728633	0.799471	0.474751	0.645571	0.61224	0.553564	0.841518	N/A
FBgn0039640	0.468223	0.00532139	0.765651	4.605e-07	0.932131	0.932131	0.676238	0.676238	0.0790065	0.124122	0.888034	0.312705	0.0489193	0.620499	N/A
FBgn0053864	0.352685	0.352685	0.131826	0.608519	0.00189685	3.82203e-06	0.0264269	0.843517	0.286584	0.681208	0.868144	0.115445	0.246903	0.831044	N/A
FBgn0017414	0.181397	0.377749	0.60722	0.0478204	0.0650144	4.36401e-07	0.0035767	0.0166723	0.380902	0.367628	0.152687	0.822312	0.0112129	0.19625	N/A
FBgn0004360	0.232305	0.444519	0.634939	0.0750156	0.921412	0.921412	0.0518904	3.45815e-05	0.759514	0.609481	0.645571	0.362306	0.672368	0.841518	N/A
FBgn0032775	0.0095945	0.168353	0.540343	0.639387	0.493892	0.0692448	0.216866	0.648956	0.59951	0.30164	0.695951	0.463639	0.843379	0.646412	N/A
FBgn0036985	0.289069	0.124797	0.57587	0.159234	0.18151	8.20605e-05	0.157769	0.0811129	0.670389	0.458891	0.283225	0.657662	0.902795	0.761397	N/A
FBgn0263667	0.612072	0.168353	0.540343	0.000968275	0.818851	0.493892	0.0238311	0.73509	0.59951	0.30164	0.695951	0.801351	0.843379	0.646412	N/A
FBgn0043884	0.00513141	0.716654	0.592031	0.00379823	0.0598218	0.173632	0.23238	0.450425	0.698057	0.00530051	0.785809	0.616138	0.49137	0.732106	N/A
FBgn0050101	0.00288682	0.000465359	0.540343	0.00512753	0.0313084	7.72293e-15	0.356376	0.73509	0.20918	0.0748886	0.0291633	0.120449	0.542728	0.761397	N/A
FBgn0031264	0.612072	0.0634201	0.540343	0.639387	0.641734	0.0004591	0.0238311	0.73509	0.59951	0.30164	0.183234	0.556461	0.873976	0.694715	N/A
FBgn0265356	0.377749	0.740637	0.185557	0.125026	0.237241	0.180408	0.067181	2.55456e-05	0.411789	0.861183	0.710873	0.0624852	0.105869	0.430632	N/A
FBgn0052603	0.00751405	0.00131478	0.558666	0.284964	0.161729	3.32531e-10	0.602966	0.859666	0.637877	0.752833	0.140115	0.426219	0.131697	0.271459	N/A
FBgn0039494	0.000465359	0.168353	0.540343	0.639387	0.818851	0.493892	0.0168632	0.450425	0.59951	0.699796	0.695951	0.236544	0.843379	0.646412	N/A
FBgn0024836	0.00284501	0.0137552	0.57587	0.723564	0.173632	0.879301	0.450425	0.78738	0.670389	0.114745	0.785809	0.616138	0.67529	0.732106	N/A
FBgn0051077	0.233532	0.653623	0.558666	0.686543	0.709746	0.00396555	0.0811129	0.000855578	0.637877	0.39179	0.283225	0.657662	0.542728	0.761397	N/A
FBgn0031619	0.458065	0.00456184	0.425914	6.8678e-06	0.618923	0.00189685	0.287843	0.406855	0.155947	0.759429	0.315954	0.629702	0.0128875	0.605216	N/A
FBgn0032650	0.0353076	0.688019	0.00108769	0.2096	4.7857e-05	0.331603	0.5	0.5	0.0277149	0.177062	0.617937	0.304528	0.765422	0.583307	N/A
FBgn0038017	0.233532	0.653623	0.114653	0.159234	0.0598218	1.9655e-06	0.648956	0.216866	0.670389	0.241769	0.183234	0.192687	0.417781	0.694715	N/A
FBgn0053926	0.289069	0.0353076	0.57587	0.00191669	0.00213064	2.18209e-17	0.0238311	0.73509	0.670389	0.789523	0.074577	0.120449	0.902795	0.761397	N/A
FBgn0036396	0.124797	1.18482e-05	0.57587	9.64185e-07	0.818851	0.493892	0.648956	0.648956	0.670389	0.789523	0.695951	0.463639	0.0864621	0.646412	N/A
FBgn0260635	1.99096e-06	0.289069	0.57587	0.0229931	0.000133105	2.07974e-18	0.216866	0.648956	0.670389	0.241769	0.074577	0.0201859	0.902795	0.761397	N/A
FBgn0000044	0.0194964	0.0326773	0.816616	0.363485	0.19876	0.500277	0.13122	0.918205	0.8982	0.309717	0.920965	0.0585824	0.0412049	0.416062	N/A
FBgn0083950	0.841131	0.841131	0.700723	0.0116185	0.132049	0.0776995	0.0164613	0.000161867	0.826622	0.528523	0.914963	0.357754	0.250799	0.500507	N/A
FBgn0265194	0.377749	0.740637	0.60722	0.000254939	0.173632	0.879301	0.648956	0.648956	0.721703	0.835017	0.785809	0.0456116	0.216325	0.732106	N/A
FBgn0036110	0.406299	0.406299	0.401737	0.226179	0.0110366	0.0840649	0.372893	0.0166723	0.358824	0.277156	0.77635	0.0391701	0.000107027	0.11248	N/A
FBgn0083975	0.181397	0.00304627	0.60722	0.0156435	0.36627	0.584705	0.356376	0.73509	0.721703	0.550511	0.748883	0.556461	0.0857394	0.694715	N/A
FBgn0036186	0.0095945	0.612072	0.0105143	0.578732	0.733172	0.00907446	0.5	0.5	0.554056	0.177062	0.617937	0.304528	0.765422	0.583307	N/A
FBgn0003942	0.5	0.5	0.0311144	0.00334766	0.331603	0.733172	0.648956	0.216866	0.554056	0.177062	0.617937	0.712787	0.765422	0.583307	N/A
FBgn0033158	0.0316865	0.0913971	0.520817	0.116413	0.493892	2.01294e-05	0.216866	0.648956	0.554056	0.177062	0.695951	0.463639	0.538951	0.646412	N/A
FBgn0004618	3.9899e-18	2.40283e-08	0.740656	0.486317	0.247413	0.596542	0.871737	0.276623	0.0530493	0.203782	0.858696	0.731283	0.019401	0.546124	N/A
FBgn0028949	0.688019	0.289069	0.57587	0.723564	0.139392	0.818851	0.000683635	9.37665e-11	0.670389	0.114745	0.385252	0.0460424	0.417781	0.694715	N/A
FBgn0034887	0.688019	0.289069	0.57587	0.000575695	0.893197	0.893197	0.00872568	8.67805e-05	0.670389	0.458891	0.812337	0.462482	0.902795	0.761397	N/A
FBgn0000409	0.168353	0.612072	0.540343	0.639387	0.0438682	1.73857e-17	0.73509	0.356376	0.59951	0.699796	0.110243	0.256685	0.33882	0.732106	N/A
FBgn0033367	0.0512877	0.716654	0.592031	0.0348075	0.641734	0.103598	0.0238311	0.73509	0.698057	0.815715	0.785809	0.256685	0.49137	0.732106	N/A
FBgn0003046	0.0634201	0.00288682	0.540343	0.639387	0.000744267	0.493892	0.648956	0.216866	0.59951	0.127772	0.695951	0.463639	0.843379	0.646412	N/A
FBgn0031800	0.561606	0.561606	0.520817	0.116413	0.00907446	0.331603	0.216866	0.0789173	0.554056	0.00820243	0.617937	0.712787	0.765422	0.583307	N/A
FBgn0263236	0.612072	0.00288682	0.540343	0.000968275	0.5	0.5	0.648956	0.216866	0.0277149	0.177062	0.172945	0.712787	0.765422	0.583307	N/A
FBgn0036607	0.5	0.5	0.5	0.5	0.641734	5.44305e-05	0.5	0.5	0.0803109	0.620822	0.0354781	0.0572462	0.538951	0.646412	N/A
FBgn0263120	0.000815389	0.740637	0.0523629	0.0348075	0.173632	0.879301	0.78738	0.78738	0.698057	0.510221	0.785809	0.616138	0.49137	0.732106	N/A
FBgn0053807	0.00206945	0.000732219	0.634939	0.0750156	0.733172	0.331603	0.648956	0.216866	0.183963	0.582894	0.617937	0.712787	0.00467121	0.220235	N/A
FBgn0034160	0.00818676	0.377749	0.60722	0.227849	0.343985	0.495084	0.194823	0.881134	0.135342	0.151816	0.544349	0.235892	0.911759	0.784633	N/A
FBgn0038880	0.688019	0.688019	0.57587	0.0229931	0.26814	0.536756	0.157769	0.294715	0.306321	0.00530051	0.283225	0.657662	0.711199	0.761397	N/A
FBgn0023178	0.0412851	0.143438	0.725998	0.879547	0.857744	0.220487	0.73509	0.73509	0.592	0.000715716	0.452279	0.256685	0.000120688	0.0531826	N/A
FBgn0032485	0.0913971	0.561606	0.520817	0.578732	1.45284e-07	0.493892	0.648956	0.648956	0.554056	0.620822	0.695951	0.463639	0.538951	0.646412	N/A
FBgn0031491	0.0188298	0.858626	0.0484129	0.278354	0.486378	0.618923	0.00247493	0.0703121	0.320552	0.704996	0.868144	0.747046	0.153061	0.568482	N/A
FBgn0263040	0.5	0.5	0.0311144	0.0407744	0.5	0.5	0.0789173	0.216866	0.554056	0.177062	0.172945	0.712787	0.765422	0.583307	N/A
FBgn0061197	0.612072	0.612072	0.540343	0.00512753	0.325612	1.15011e-11	0.0523198	0.78738	0.59951	0.699796	0.00153068	0.153899	0.0676814	0.784633	N/A
FBgn0052834	0.5	0.5	0.5	0.5	0.139392	5.92434e-06	0.356376	0.73509	0.00213445	0.0372521	0.695951	0.801351	0.843379	0.646412	N/A
FBgn0002413	0.00174841	0.153781	0.592031	0.0779114	0.220487	0.36627	0.0523198	0.0168632	0.698057	0.510221	0.748883	0.844254	0.151674	0.694715	N/A
FBgn0050438	0.0491787	0.777984	0.22693	0.00684639	0.215945	0.144424	0.843517	0.843517	0.774689	0.870421	0.846953	0.393768	0.35985	0.803305	N/A
FBgn0039155	0.168353	0.612072	0.540343	0.0157138	0.331603	0.733172	0.5	0.5	0.0277149	0.177062	0.617937	0.304528	0.765422	0.583307	N/A
FBgn0030541	0.612072	0.612072	0.540343	0.2096	0.389509	5.39586e-08	0.216866	0.648956	0.59951	0.127772	0.110243	0.0456116	0.33882	0.732106	N/A
FBgn0031746	0.000311682	0.653623	0.114653	0.723564	0.818851	0.493892	0.5	0.5	0.670389	0.00283448	0.695951	0.0572462	0.0864621	0.646412	N/A
FBgn0033799	0.289069	0.688019	0.57587	0.346555	0.493892	0.818851	0.356376	0.159682	0.670389	9.68005e-05	0.695951	0.801351	0.0864621	0.646412	N/A
FBgn0051626	0.716654	0.33668	0.592031	0.194762	0.530622	1.448e-08	0.78738	0.450425	0.698057	0.0142282	0.012541	0.0458905	0.610067	0.803305	N/A
FBgn0041182	0.0802413	0.155304	0.670726	0.844415	0.932131	0.00380576	0.157769	0.820866	0.505495	0.0890618	0.182191	0.00901341	0.354683	0.841518	N/A
FBgn0002533	0.0316865	0.0913971	0.520817	0.0407744	0.733172	0.331603	0.012792	0.216866	0.554056	0.177062	0.617937	0.712787	0.765422	0.583307	N/A
FBgn0052036	0.688019	0.124797	0.031522	0.686543	0.00533616	0.0317342	0.356376	0.73509	0.637877	0.39179	0.748883	0.556461	0.623846	0.694715	N/A
FBgn0028560	0.233532	0.653623	0.114653	0.0549554	0.818851	0.139392	0.73509	0.73509	0.670389	0.114745	0.695951	0.801351	0.0864621	0.646412	N/A
FBgn0040093	0.0913971	0.0316865	0.520817	0.578732	0.818851	0.000744267	0.5	0.5	0.554056	0.620822	0.0619315	0.304528	0.765422	0.583307	N/A
