FamilyID	Pmon<0>	Pchi<1>	<2>	Pvan<3>	Hame<4>	Pcla<5>	Ptri<6>	Esin<7>	<8>	Pjap<9>	<10>	<11>	<12>	<13>	<14>
FBgn0031307	+0	+0	+0	+0	+0	+0	+0	+0	+0	+2	+0	+0	+0	+0	+0
FBgn0037540	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0065108	+0	+0	+0	+2	+1	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0039112	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0034707	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0031040	-1	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0035293	+0	+1	+0	-1	+0	-1	+2	-1	+0	+1	+0	+0	+0	+0	+0
FBgn0031824	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0031530	+0	+0	+0	+0	+1	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0031209	-1	+4	+0	-2	+8	-3	+7	-7	+1	-2	+1	-1	-2	+0	+0
FBgn0086359	+0	+0	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0037751	-2	+0	+0	+2	+0	+0	+0	+0	+0	+0	+0	-1	+1	+0	+0
FBgn0036318	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0260386	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0036518	+0	+0	+0	+1	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0030554	+0	+0	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0263118	+0	+0	+0	+0	+4	+0	+0	-1	+0	+2	+1	-1	-1	+0	+0
FBgn0264449	+1	+0	+0	+0	+0	+0	+0	+2	+0	+1	+0	+0	+0	+0	+0
FBgn0029762	+1	+0	+0	-1	+0	+0	-1	+1	-1	+1	+0	-1	+0	+0	+0
FBgn0032881	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0031500	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0001108	+1	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0039732	-1	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0031187	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0003312	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0015400	+0	+0	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0032234	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0264895	+0	-1	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0031414	+0	-1	+0	-1	-1	+1	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0036063	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0
FBgn0039925	+0	-1	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0029689	+0	+0	+0	+0	+1	+0	+1	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0036203	-1	+4	+0	+0	+0	-1	+2	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0020370	+2	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0000395	+1	+0	+0	+0	+0	+2	-1	+0	+0	+0	+1	+0	-2	+0	+0
FBgn0033741	+0	+0	+0	+0	+1	+0	+0	+1	+0	+0	+0	+0	-1	+0	+0
FBgn0033657	+0	-1	+0	+1	+0	+0	-1	+1	+0	+2	+0	+0	+0	+0	+0
FBgn0004556	+0	-1	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+1	+0	+0
FBgn0265190	+0	+0	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0085451	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0
FBgn0260857	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0
FBgn0004449	+1	-1	+0	-1	+0	+1	+0	+0	+0	+0	+0	-1	+0	+0	+0
FBgn0020887	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0024360	+0	-1	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0036940	+1	-1	+0	+0	+0	+2	+0	+0	+0	+0	+1	+0	-2	+0	+0
FBgn0036686	+0	+0	+0	+1	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0034835	+0	+0	-1	+1	+0	-1	+0	+0	+0	+1	+0	-1	+0	+0	+0
FBgn0262593	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0033738	+0	+0	+0	+0	+1	+0	+0	+0	+0	+1	+0	-1	-1	+0	+0
FBgn0037760	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0032727	+0	+0	+0	-2	-1	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0
FBgn0024191	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0053517	+0	+0	+0	+1	-1	+0	-1	+1	+0	+1	+0	+0	+1	+0	+0
FBgn0085446	+0	-1	+0	-1	+0	+3	-2	+0	+0	+0	+1	-1	-1	+0	+0
FBgn0260985	+0	+0	+0	+0	+0	+1	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0032136	-1	+0	-1	+2	+4	-4	-3	+2	+0	+2	+0	-1	+1	+0	+0
FBgn0037315	+0	+0	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0035393	+0	+0	+0	+1	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0
FBgn0000547	+0	-1	+0	+1	+0	+0	+0	+0	+0	-1	+0	+0	+1	+0	+0
FBgn0000121	+1	-2	+0	+7	-1	-2	-1	+1	+1	-1	-1	-1	+4	-1	+0
FBgn0039084	+0	-4	+0	+9	-1	+1	+0	+0	+1	-1	+0	+0	+2	+0	+0
FBgn0001297	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0039741	-1	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0035101	+1	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0010114	+0	+1	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0038035	+0	+0	+0	+3	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0040298	+2	-4	+0	+4	+2	-2	-1	+1	+1	-3	+0	-1	+1	+0	+0
FBgn0250851	+0	+0	+0	+0	-1	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0
FBgn0000611	+0	-1	+0	+1	+0	+0	+0	+0	+0	-1	+0	+0	+1	+0	+0
FBgn0005777	+1	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0031384	-1	+0	+0	+0	+2	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0034271	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0037092	+0	-1	+0	-1	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0
FBgn0039688	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0004885	+2	+0	+1	+0	+2	-3	+0	+0	+2	-2	+0	-1	+2	+0	+0
FBgn0025833	-1	+0	+0	-1	+1	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0038244	+0	+0	+0	+0	-1	+0	+1	-1	+0	+0	+0	+0	+1	+0	+0
FBgn0040104	-1	+0	+0	+0	+0	+0	-1	+1	+0	+2	-1	+0	+0	+0	+0
FBgn0027549	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0001186	+0	+0	+0	+1	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0032420	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0003082	+0	-1	+0	+0	+1	+0	+0	+0	+0	-1	+0	+0	+1	+0	+0
FBgn0032030	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0039326	+0	+0	-1	+0	+0	+0	+0	-1	+0	-1	-1	+0	+0	+0	+0
FBgn0004364	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0
FBgn0266557	+0	+2	+0	+0	-1	+2	+0	+1	+0	-1	+0	+0	+0	+0	+0
FBgn0023177	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0030245	+0	+0	+0	+1	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0259745	+0	+0	+0	-1	-1	+1	+0	+1	+0	-1	+0	+0	+0	+0	+0
FBgn0034788	+0	+0	+0	+0	+0	+0	+0	+1	+0	+1	+0	+1	+0	+0	+0
FBgn0035111	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0039450	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0031816	+1	+0	+0	+0	+0	+0	+0	-1	+0	+1	+0	+0	+0	+0	+0
FBgn0000014	+1	+0	+0	+0	+0	-1	+0	+0	+0	-1	+0	+0	+0	+0	+0
FBgn0003174	+0	+0	+0	+0	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0	+0
FBgn0016081	+0	+0	+0	+0	+1	+0	-1	+0	+0	-1	+0	-1	-1	+0	+0
FBgn0003116	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0250862	+0	-1	+0	-1	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0264307	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0038545	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0054015	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0034301	+0	+0	+0	+0	+4	+0	-2	+1	+0	+0	+0	+0	-1	+0	+0
FBgn0002940	+0	+3	+0	-1	+0	-3	+3	-1	+1	-1	-1	+3	+1	+0	+0
FBgn0031829	+0	+0	+0	+1	+0	+0	+1	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0038394	+1	+0	+0	+0	+1	-1	-1	+0	+0	+1	+0	+0	+1	+0	+0
FBgn0003410	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0
FBgn0002772	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0
FBgn0034641	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0028996	+0	-1	+0	-1	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0
FBgn0037050	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0032850	+0	+0	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0039049	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0
FBgn0010452	-1	-1	-1	+2	+2	+0	+0	-1	+0	+0	+0	-1	+0	+0	+0
FBgn0036193	+0	+0	+0	+0	+0	-2	+1	+1	+0	-2	-1	+3	+0	+0	+0
FBgn0004367	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0019650	+0	+1	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0052029	+0	+0	+0	-1	+0	-1	+0	+0	+0	-1	+0	-1	+1	+0	+0
FBgn0032940	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0053909	-7	+4	+0	+1	-15	+22	+2	+0	+0	-2	+0	+3	-4	+1	+0
FBgn0039491	+0	+0	+0	-1	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0
FBgn0002531	-1	+0	+0	+0	+2	-2	+0	+0	+0	+1	+0	+0	-1	+0	+0
FBgn0033460	+1	-1	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+1	+0	+0
FBgn0261362	+0	+0	+0	+4	+1	+2	+0	-1	+0	-2	+0	-2	+0	+0	+0
FBgn0031700	-1	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0034232	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0
FBgn0032398	+0	+0	+0	+1	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0037816	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0036839	+0	-1	+0	+0	+1	+1	-2	+1	+0	-1	+0	+0	-1	+0	+0
FBgn0034763	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0017482	+0	+0	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0001321	+0	+0	+0	+0	+0	+0	+0	+1	+0	-1	+0	+0	+0	+0	+0
FBgn0052000	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0031738	+0	+0	+0	+1	+2	+2	+0	+0	+0	+0	+1	-1	-1	+0	+0
FBgn0039879	+0	-1	+0	-1	+0	-1	+0	-1	+0	-1	+0	+0	+0	+0	+0
FBgn0023517	+0	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0025679	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0039302	-1	+0	+0	+1	+1	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0030309	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+1	+0	+0
FBgn0040285	+0	-1	+0	+1	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0038890	+0	+0	-1	+0	+2	-1	+0	+0	+0	+0	+0	-1	+0	+0	+0
FBgn0035854	+1	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0025825	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+1	+0	+0
FBgn0034085	+0	-1	+0	-1	+0	-1	-1	+0	+0	-1	+0	+0	+0	+0	+0
FBgn0032083	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0034488	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0015324	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0038405	-1	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0031454	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0037206	+0	+1	+0	+0	+0	+0	+0	-1	+0	+0	-1	+0	+0	+0	+0
FBgn0021767	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0036449	+1	+1	+0	+0	+0	+0	-1	+0	+1	-1	+0	-1	+2	+0	+0
FBgn0052528	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0032857	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+1	+0	+0
FBgn0035987	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0036687	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0030007	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0025390	+0	-2	+0	+2	+1	-2	+0	+0	+0	+0	+0	-1	+5	-1	+0
FBgn0033668	+0	+0	+0	+0	+0	+1	-1	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0032801	+0	-1	+0	+0	+0	+0	+0	+0	+0	-1	+0	-1	+0	+0	+0
FBgn0039838	+0	+0	+1	-1	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0086451	+0	+0	+0	+0	+0	+0	-1	+3	+0	+0	+0	+1	+0	+0	+0
FBgn0039742	-1	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0
FBgn0002945	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0029888	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0033203	+0	+0	+0	+0	+0	+1	+0	+0	+0	+2	+0	-1	+1	+0	+0
FBgn0262728	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0
FBgn0262477	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0037680	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0052183	-1	+1	+0	+0	+1	+0	+0	+0	+0	+1	+1	-1	+0	+0	+0
FBgn0030590	+0	-1	+0	-1	+1	+0	+3	-1	+0	+0	+0	+1	-4	+0	+0
FBgn0261575	+1	+0	+0	-1	-1	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0
FBgn0024986	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0037671	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0032781	+0	+0	+0	+1	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0038016	+0	+1	+0	+0	+0	-1	-1	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0038531	+0	-1	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0039227	+0	+0	+0	+4	+0	+0	+0	+0	+0	+1	+0	+0	+2	+0	+0
FBgn0030433	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0030026	+0	+0	+0	+0	-1	+0	-1	+2	+0	+0	+0	+0	-1	+0	+0
FBgn0033405	+0	-1	+0	-1	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0030894	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0001180	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0035335	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0037370	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0040153	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0034730	+0	-1	+0	-1	+1	-1	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0025697	+1	-2	+0	+1	+1	+0	+2	-1	+0	+0	+0	+0	+0	+0	+0
FBgn0032120	+0	+0	+0	+1	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0	+0
FBgn0015372	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0039402	+1	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0051694	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0260960	+0	-1	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+1	+0	+0
FBgn0011289	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0038195	+0	+0	+0	+1	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0011774	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0040232	+0	+0	+0	+0	+2	+0	+0	-1	+0	+0	+0	+0	-1	+0	+0
FBgn0263397	-1	+0	+0	+0	+0	+0	+0	+1	+0	-1	+0	+0	+1	+0	+0
FBgn0036975	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0
FBgn0001104	+0	+0	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0010044	+0	+0	-1	+1	+0	-1	+0	-1	+0	+0	+0	+0	+1	+0	+0
FBgn0035521	+0	+0	+0	-1	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0263934	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0
FBgn0050011	+0	+0	+0	+1	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0010482	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0028579	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
FBgn0015513	+0	+0	+0	+0	+0	-1	-1	+1	+0	+0	+0	+0	-1	+0	+0
FBgn0052137	+0	+0	+0	-1	+0	-1	-1	+0	+0	-1	+0	+0	+0	+0	+0
FBgn0004908	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0004859	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0032231	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
FBgn0013672	+0	+0	+0	+1	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0
FBgn0030778	+0	+0	+0	+3	+0	+0	+0	+0	+0	+0	+0	-1	-1	+0	+0
FBgn0038834	+1	+0	+0	+1	+0	-1	+0	+0	+3	-2	+0	-1	+2	+0	+0
FBgn0024196	+0	+0	+0	+0	+0	+0	+0	+1	+0	+1	+0	+0	+0	+0	+0
FBgn0003275	+1	+0	+0	+0	+0	+5	+0	+0	+0	+0	+0	+0	+0	+0	+0
